scientific_name,erd_group,target_acc
Staphylococcus aureus,PDS000067835.17,PDT001147320.1
Staphylococcus aureus,PDS000154117.2,PDT001720300.1
Staphylococcus aureus,PDS000144944.3,PDT001720203.1
Staphylococcus aureus,PDS000154157.2,PDT001720233.1
Staphylococcus aureus,PDS000154199.2,PDT001828121.1
Staphylococcus aureus,PDS000144949.10,PDT002257326.1
Staphylococcus aureus,PDS000158328.1,PDT001881857.1
Staphylococcus aureus,PDS000160474.1,PDT001898855.1
Staphylococcus aureus,PDS000160635.2,PDT001914397.1
Staphylococcus aureus,PDS000160647.1,PDT001901927.1
Staphylococcus aureus,PDS000160915.1,PDT001903698.1
Staphylococcus aureus,PDS000130940.2,PDT001903722.1
Staphylococcus aureus,PDS000160903.1,PDT001525004.1
Staphylococcus aureus,PDS000157422.1,PDT001870301.1
Staphylococcus aureus,PDS000136764.2,PDT002088846.1
Staphylococcus aureus,PDS000170333.1,PDT002034040.1
Staphylococcus aureus,PDS000093745.3,PDT002383576.1
Staphylococcus aureus,PDS000189937.4,PDT002277335.1
Staphylococcus aureus,PDS000189938.3,PDT002276920.1
Staphylococcus aureus,PDS000067785.19,PDT001565037.1
Staphylococcus aureus,PDS000093038.7,PDT000108673.2
Staphylococcus aureus,PDS000068888.7,PDT000188784.2
Staphylococcus aureus,PDS000068733.10,PDT001405650.1
Staphylococcus aureus,PDS000132356.1,PDT001571634.1
Staphylococcus aureus,PDS000126545.2,PDT001508726.1
Staphylococcus aureus,PDS000135845.1,PDT001606674.1
Staphylococcus aureus,PDS000069009.1,PDT000261082.2
Staphylococcus aureus,PDS000069605.1,PDT000070558.2
Staphylococcus aureus,PDS000068566.1,PDT000476159.2
Staphylococcus aureus,PDS000132027.1,PDT001567381.1
Staphylococcus aureus,PDS000154298.4,PDT001830666.1
Staphylococcus aureus,PDS000120115.8,PDT001508507.2
Staphylococcus aureus,PDS000068887.3,PDT001536751.1
Staphylococcus aureus,PDS000069416.2,PDT001527676.1
Staphylococcus aureus,PDS000069021.3,PDT000238863.2
Staphylococcus aureus,PDS000069052.2,PDT000238789.2
Staphylococcus aureus,PDS000069035.1,PDT000236792.2
Staphylococcus aureus,PDS000144201.1,PDT000707095.2
Staphylococcus aureus,PDS000144701.2,PDT001718559.1
Staphylococcus aureus,PDS000068549.1,PDT000589543.1
Staphylococcus aureus,PDS000069985.1,PDT000589559.1
Staphylococcus aureus,PDS000129273.1,PDT001539585.1
Staphylococcus aureus,PDS000129172.3,PDT001539624.1
Staphylococcus aureus,PDS000129232.1,PDT001539498.1
Staphylococcus aureus,PDS000069669.3,PDT001527622.1
Staphylococcus aureus,PDS000125762.1,PDT001503599.1
Staphylococcus aureus,PDS000125753.1,PDT001503236.1
Staphylococcus aureus,PDS000125873.1,PDT001498974.4
Staphylococcus aureus,PDS000125246.2,PDT001500281.4
Staphylococcus aureus,PDS000125799.1,PDT001499126.4
Staphylococcus aureus,PDS000069386.9,PDT001554554.1
Staphylococcus aureus,PDS000125724.1,PDT001500072.4
Staphylococcus aureus,PDS000125241.2,PDT001499362.4
Staphylococcus aureus,PDS000125276.2,PDT001499901.4
Staphylococcus aureus,PDS000125235.6,PDT001500241.1
Staphylococcus aureus,PDS000125264.2,PDT001500195.3
Staphylococcus aureus,PDS000125278.2,PDT001499140.4
Staphylococcus aureus,PDS000125257.2,PDT001500334.1
Staphylococcus aureus,PDS000125186.2,PDT001499513.1
Staphylococcus aureus,PDS000125212.2,PDT001498761.7
Staphylococcus aureus,PDS000125697.1,PDT001499542.5
Staphylococcus aureus,PDS000125824.1,PDT001500190.3
Staphylococcus aureus,PDS000125905.1,PDT001499915.4
Staphylococcus aureus,PDS000134311.1,PDT001590566.1
Staphylococcus aureus,PDS000134298.2,PDT001590550.1
Staphylococcus aureus,PDS000129198.2,PDT001596282.1
Staphylococcus aureus,PDS000132214.1,PDT001568454.1
Staphylococcus aureus,PDS000132168.1,PDT001568734.1
Staphylococcus aureus,PDS000132221.1,PDT001569085.1
Staphylococcus aureus,PDS000127420.2,PDT001568064.1
Staphylococcus aureus,PDS000132225.1,PDT001569076.1
Staphylococcus aureus,PDS000132192.1,PDT001568302.1
Staphylococcus aureus,PDS000132155.1,PDT001568205.1
Staphylococcus aureus,PDS000132215.1,PDT001568306.1
Staphylococcus aureus,PDS000132186.1,PDT001568077.1
Staphylococcus aureus,PDS000132162.1,PDT001567947.1
Staphylococcus aureus,PDS000131986.2,PDT001569072.1
Staphylococcus aureus,PDS000132163.1,PDT001568215.1
Staphylococcus aureus,PDS000132184.1,PDT001568792.1
Staphylococcus aureus,PDS000099856.1,PDT001187784.1
Staphylococcus aureus,PDS000130794.1,PDT001556346.1
Staphylococcus aureus,PDS000069069.1,PDT000209978.2
Staphylococcus aureus,PDS000126773.4,PDT001540799.1
Staphylococcus aureus,PDS000069262.4,PDT001508636.1
Staphylococcus aureus,PDS000130076.1,PDT000822059.1
Staphylococcus aureus,PDS000134438.1,PDT000618935.1
Staphylococcus aureus,PDS000068878.1,PDT000294193.2
Staphylococcus aureus,PDS000068767.4,PDT000349481.2
Staphylococcus aureus,PDS000150209.1,PDT001783661.1
Staphylococcus aureus,PDS000129127.3,PDT001536890.1
Staphylococcus aureus,PDS000129128.2,PDT001540828.1
Staphylococcus aureus,PDS000129131.2,PDT001536781.1
Staphylococcus aureus,PDS000129483.3,PDT001536898.1
Staphylococcus aureus,PDS000076898.4,PDT000904610.1
Staphylococcus aureus,PDS000167881.1,PDT001998206.1
Staphylococcus aureus,PDS000081767.2,PDT000904335.1
Staphylococcus aureus,PDS000082575.1,PDT000977808.1
Staphylococcus aureus,PDS000082571.1,PDT000977815.1
Staphylococcus aureus,PDS000127541.1,PDT001524133.1
Staphylococcus aureus,PDS000068581.2,PDT000431077.2
Staphylococcus aureus,PDS000072899.7,PDT001597680.1
Staphylococcus aureus,PDS000069631.1,PDT000711837.2
Staphylococcus aureus,PDS000076914.2,PDT000904232.1
Staphylococcus aureus,PDS000093611.1,PDT001098291.1
Staphylococcus aureus,PDS000127675.2,PDT001538665.1
Staphylococcus aureus,PDS000129277.1,PDT001525628.1
Staphylococcus aureus,PDS000127666.1,PDT001525497.1
Staphylococcus aureus,PDS000127655.1,PDT001525702.1
Staphylococcus aureus,PDS000127676.2,PDT001525694.1
Staphylococcus aureus,PDS000153741.3,PDT001823834.1
Staphylococcus aureus,PDS000153747.3,PDT001823803.1
Staphylococcus aureus,PDS000127570.3,PDT001602019.1
Staphylococcus aureus,PDS000069193.1,PDT000800966.2
Staphylococcus aureus,PDS000135987.4,PDT001607786.1
Staphylococcus aureus,PDS000097488.1,PDT001154517.1
Staphylococcus aureus,PDS000069623.2,PDT000601442.2
Staphylococcus aureus,PDS000068216.1,PDT000578286.2
Staphylococcus aureus,PDS000135032.1,PDT001596761.1
Staphylococcus aureus,PDS000128193.4,PDT001596787.1
Staphylococcus aureus,PDS000072906.1,PDT000852664.1
Staphylococcus aureus,PDS000069542.1,PDT000813831.1
Staphylococcus aureus,PDS000069514.1,PDT000766348.2
Staphylococcus aureus,PDS000068810.2,PDT000813895.1
Staphylococcus aureus,PDS000128030.1,PDT001530439.1
Staphylococcus aureus,PDS000128156.1,PDT001530128.1
Staphylococcus aureus,PDS000128165.1,PDT001530586.1
Staphylococcus aureus,PDS000128178.1,PDT001530617.1
Staphylococcus aureus,PDS000128192.1,PDT001531072.1
Staphylococcus aureus,PDS000128244.1,PDT001530791.1
Staphylococcus aureus,PDS000128006.1,PDT001531208.1
Staphylococcus aureus,PDS000128280.1,PDT001531077.1
Staphylococcus aureus,PDS000128207.1,PDT001530784.1
Staphylococcus aureus,PDS000082097.1,PDT000972605.1
Staphylococcus aureus,PDS000069735.1,PDT000693633.2
Staphylococcus aureus,PDS000142253.1,PDT001691358.1
Staphylococcus aureus,PDS000068010.1,PDT000648460.2
Staphylococcus aureus,PDS000069831.2,PDT000648672.2
Staphylococcus aureus,PDS000069837.2,PDT001017204.1
Staphylococcus aureus,PDS000067763.2,PDT001017058.1
Staphylococcus aureus,PDS000067959.2,PDT001017128.1
Staphylococcus aureus,PDS000126988.1,PDT001515647.1
Staphylococcus aureus,PDS000126997.1,PDT001515802.1
Staphylococcus aureus,PDS000127026.1,PDT001515892.1
Staphylococcus aureus,PDS000126990.1,PDT001515842.1
Staphylococcus aureus,PDS000126998.1,PDT001515804.1
Staphylococcus aureus,PDS000126417.1,PDT001509228.1
Staphylococcus aureus,PDS000069682.1,PDT000712028.2
Staphylococcus aureus,PDS000109656.1,PDT001307506.1
Staphylococcus aureus,PDS000109666.1,PDT001307417.1
Staphylococcus aureus,PDS000109678.1,PDT001307352.1
Staphylococcus aureus,PDS000135418.1,PDT001601487.1
Staphylococcus aureus,PDS000102315.1,PDT001217934.1
Staphylococcus aureus,PDS000067777.26,PDT001598664.1
Staphylococcus aureus,PDS000134638.1,PDT001593995.1
Staphylococcus aureus,PDS000103525.1,PDT001231647.1
Staphylococcus aureus,PDS000102887.1,PDT001224572.1
Staphylococcus aureus,PDS000103495.1,PDT001231716.1
Staphylococcus aureus,PDS000102893.1,PDT001224492.1
Staphylococcus aureus,PDS000148497.1,PDT001772232.1
Staphylococcus aureus,PDS000084604.3,PDT000800503.2
Staphylococcus aureus,PDS000127664.2,PDT001538743.1
Staphylococcus aureus,PDS000135330.1,PDT001599790.1
Staphylococcus aureus,PDS000133530.1,PDT001579836.1
Staphylococcus aureus,PDS000070960.10,PDT001075283.1
Staphylococcus aureus,PDS000070959.5,PDT001609778.1
Staphylococcus aureus,PDS000068891.8,PDT000066816.3
Staphylococcus aureus,PDS000140354.1,PDT001670227.1
Staphylococcus aureus,PDS000134993.1,PDT001595969.1
Staphylococcus aureus,PDS000133165.1,PDT001299285.1
Staphylococcus aureus,PDS000085753.1,PDT001022832.2
Staphylococcus aureus,PDS000112017.1,PDT001342465.1
Staphylococcus aureus,PDS000112009.2,PDT001443885.1
Staphylococcus aureus,PDS000120279.1,PDT001443889.1
Staphylococcus aureus,PDS000112005.1,PDT000711614.2
Staphylococcus aureus,PDS000111999.1,PDT001342542.1
Staphylococcus aureus,PDS000111809.1,PDT001338657.1
Staphylococcus aureus,PDS000134910.1,PDT001596092.1
Staphylococcus aureus,PDS000168692.1,PDT002011297.1
Staphylococcus aureus,PDS000127280.1,PDT001518949.1
Staphylococcus aureus,PDS000168699.1,PDT002011658.1
Staphylococcus aureus,PDS000127284.2,PDT002011552.1
Staphylococcus aureus,PDS000136373.1,PDT001612079.1
Staphylococcus aureus,PDS000078336.1,PDT000925889.1
Staphylococcus aureus,PDS000127446.2,PDT001567326.1
Staphylococcus aureus,PDS000131989.1,PDT001567461.1
Staphylococcus aureus,PDS000127429.1,PDT001520853.1
Staphylococcus aureus,PDS000134906.1,PDT001520077.1
Staphylococcus aureus,PDS000132219.1,PDT001568591.1
Staphylococcus aureus,PDS000134918.1,PDT001521339.1
Staphylococcus aureus,PDS000127436.1,PDT001521836.1
Staphylococcus aureus,PDS000079733.3,PDT000942961.1
Staphylococcus aureus,PDS000079732.5,PDT000942932.1
Staphylococcus aureus,PDS000132305.1,PDT001571836.1
Staphylococcus aureus,PDS000098099.1,PDT001165391.1
Staphylococcus aureus,PDS000098092.1,PDT001165136.1
Staphylococcus aureus,PDS000080514.1,PDT000952963.1
Staphylococcus aureus,PDS000080512.1,PDT000952859.1
Staphylococcus aureus,PDS000136376.1,PDT001612115.1
Staphylococcus aureus,PDS000097868.1,PDT001162664.1
Staphylococcus aureus,PDS000127480.2,PDT001522543.1
Staphylococcus aureus,PDS000127489.1,PDT001522367.1
Staphylococcus aureus,PDS000127848.2,PDT001569586.1
Staphylococcus aureus,PDS000132263.1,PDT001569254.1
Staphylococcus aureus,PDS000132272.1,PDT001569578.1
Staphylococcus aureus,PDS000127841.2,PDT001569445.1
Staphylococcus aureus,PDS000186448.2,PDT001325055.1
Staphylococcus aureus,PDS000110862.7,PDT001325032.1
Staphylococcus aureus,PDS000135434.1,PDT001601511.1
Staphylococcus aureus,PDS000135436.1,PDT001601527.1
Staphylococcus aureus,PDS000135435.1,PDT001601514.1
Staphylococcus aureus,PDS000175430.1,PDT002092558.1
Staphylococcus aureus,PDS000175426.1,PDT002092557.1
Staphylococcus aureus,PDS000085138.1,PDT001011186.1
Staphylococcus aureus,PDS000184467.1,PDT001299286.1
Staphylococcus aureus,PDS000094049.1,PDT001105237.1
Staphylococcus aureus,PDS000095012.1,PDT001115643.1
Staphylococcus aureus,PDS000094988.1,PDT001115597.1
Staphylococcus aureus,PDS000095009.1,PDT001115714.1
Staphylococcus aureus,PDS000072105.2,PDT001077752.1
Staphylococcus aureus,PDS000092474.2,PDT002286921.1
