scientific_name,erd_group,target_acc
Enterobacter cloacae,PDS000115344.2,PDT001385984.1
Enterobacter cloacae,PDS000163225.2,PDT001981695.1
Enterobacter cloacae,PDS000179631.1,PDT002122365.1
Enterobacter cloacae,PDS000164016.2,PDT000727107.1
Enterobacter cloacae,PDS000040326.2,PDT000431993.1
Enterobacter cloacae,PDS000089309.2,PDT001038454.1
Enterobacter cloacae,PDS000079820.1,PDT000943996.1
Enterobacter cloacae,PDS000056107.1,PDT000675297.1
Enterobacter cloacae,PDS000056100.6,PDT000675389.1
Enterobacter cloacae,PDS000102515.2,PDT002373042.1
Enterobacter cloacae,PDS000100565.1,PDT001196968.1
Enterobacter cloacae,PDS000078310.2,PDT001442162.1
Enterobacter cloacae,PDS000008393.12,PDT000136492.2
Enterobacter cloacae,PDS000149113.6,PDT001233338.4
Enterobacter cloacae,PDS000173163.1,PDT001847425.2
Enterobacter cloacae,PDS000008403.64,PDT000143983.4
Enterobacter cloacae,PDS000149105.12,PDT001576679.4
Enterobacter cloacae,PDS000148723.9,PDT001485151.4
Enterobacter cloacae,PDS000074602.2,PDT000870746.1
Enterobacter cloacae,PDS000064010.2,PDT000759833.1
Enterobacter cloacae,PDS000088464.1,PDT001025260.1
Enterobacter cloacae,PDS000102512.1,PDT001219547.1
Enterobacter cloacae,PDS000106070.1,PDT001260079.1
Enterobacter cloacae,PDS000106078.1,PDT001259809.1
Enterobacter cloacae,PDS000115351.1,PDT001385977.1
Enterobacter cloacae,PDS000121861.1,PDT001469850.1
Enterobacter cloacae,PDS000103379.1,PDT001230163.1
Enterobacter cloacae,PDS000041084.1,PDT000442337.1
Enterobacter cloacae,PDS000040859.1,PDT000441847.1
Enterobacter cloacae,PDS000061407.1,PDT000727058.1
Enterobacter cloacae,PDS000101271.3,PDT001211531.1
Enterobacter cloacae,PDS000101611.2,PDT001211504.1
Enterobacter cloacae,PDS000102960.1,PDT001224812.1
Enterobacter cloacae,PDS000080295.1,PDT000949252.1
Enterobacter cloacae,PDS000150810.3,PDT001791787.2
Enterobacter cloacae,PDS000109637.2,PDT001672927.1
Enterobacter cloacae,PDS000037739.2,PDT000395988.1
Enterobacter cloacae,PDS000008406.20,PDT000136691.2
Enterobacter cloacae,PDS000074597.1,PDT000870753.1
Enterobacter cloacae,PDS000098710.5,PDT001227518.1
Enterobacter cloacae,PDS000104412.7,PDT000924981.1
Enterobacter cloacae,PDS000091483.29,PDT001407534.1
Enterobacter cloacae,PDS000092148.1,PDT001078558.1
Enterobacter cloacae,PDS000140583.1,PDT001672831.1
Enterobacter cloacae,PDS000140581.1,PDT000435230.1
Enterobacter cloacae,PDS000109635.3,PDT001307891.1
Enterobacter cloacae,PDS000108212.1,PDT001288881.1
Enterobacter cloacae,PDS000171157.1,PDT002044355.1
Enterobacter cloacae,PDS000189096.1,PDT002265193.1
Enterobacter cloacae,PDS000012988.31,PDT001927906.2
Enterobacter cloacae,PDS000089308.2,PDT001273594.1
Enterobacter cloacae,PDS000056103.1,PDT000675161.1
Enterobacter cloacae,PDS000072655.6,PDT000848570.1
Enterobacter cloacae,PDS000102279.1,PDT001217242.1
Enterobacter cloacae,PDS000121531.1,PDT001219097.1
Enterobacter cloacae,PDS000100567.1,PDT001196942.1
Enterobacter cloacae,PDS000061021.1,PDT000720938.1
Enterobacter cloacae,PDS000097165.13,PDT001165465.4
Enterobacter cloacae,PDS000149110.5,PDT001582868.4
Enterobacter cloacae,PDS000140584.1,PDT000435242.1
Enterobacter cloacae,PDS000072654.2,PDT000849148.1
Enterobacter cloacae,PDS000092149.1,PDT001078547.1
Enterobacter cloacae,PDS000104414.1,PDT001245089.1
Enterobacter cloacae,PDS000104424.1,PDT001243244.1
Enterobacter cloacae,PDS000103135.2,PDT001244442.1
Enterobacter cloacae,PDS000115348.1,PDT001386301.1
Enterobacter cloacae,PDS000139773.1,PDT001665197.1
Enterobacter cloacae,PDS000179634.1,PDT002122473.1
Enterobacter cloacae,PDS000183092.1,PDT002171237.1
Enterobacter cloacae,PDS000074601.1,PDT000870690.1
Enterobacter cloacae,PDS000064013.1,PDT000759858.1
Enterobacter cloacae,PDS000107980.1,PDT001286312.1
Enterobacter cloacae,PDS000104423.4,PDT001196559.1
Enterobacter cloacae,PDS000179632.1,PDT002122506.1
Enterobacter cloacae,PDS000065630.7,PDT000441863.1
Enterobacter cloacae,PDS000106965.1,PDT001038393.1
Enterobacter cloacae,PDS000149650.2,PDT001273710.1
Enterobacter cloacae,PDS000096657.2,PDT000929668.1
Enterobacter cloacae,PDS000096660.1,PDT000929675.1
Enterobacter cloacae,PDS000148719.5,PDT001090217.5
Enterobacter cloacae,PDS000049682.1,PDT000570916.1
Enterobacter cloacae,PDS000170591.1,PDT002037036.1
Enterobacter cloacae,PDS000075025.1,PDT000870279.2
Enterobacter cloacae,PDS000078311.1,PDT000925073.1
Enterobacter cloacae,PDS000140579.1,PDT001672920.1
Enterobacter cloacae,PDS000140580.1,PDT001672907.1
Enterobacter cloacae,PDS000103136.3,PDT001227764.1
Enterobacter cloacae,PDS000114522.1,PDT001370516.1
Enterobacter cloacae,PDS000179633.1,PDT002122481.1
Enterobacter cloacae,PDS000180670.1,PDT002135476.1
Enterobacter cloacae,PDS000040748.1,PDT000438202.1
Enterobacter cloacae,PDS000079809.4,PDT001955738.1
Enterobacter cloacae,PDS000194409.1,PDT002338487.1
Enterobacter cloacae,PDS000061405.14,PDT000727146.1
Enterobacter cloacae,PDS000061420.1,PDT000727238.1
Enterobacter cloacae,PDS000064009.2,PDT000925083.1
Enterobacter cloacae,PDS000104428.1,PDT001244200.1
Enterobacter cloacae,PDS000136237.1,PDT001610892.1
Enterobacter cloacae,PDS000040761.2,PDT000438099.1
Enterobacter cloacae,PDS000040832.1,PDT000441852.1
Enterobacter cloacae,PDS000080296.1,PDT000675659.1
Enterobacter cloacae,PDS000102286.3,PDT001217069.1
Enterobacter cloacae,PDS000189592.1,PDT002270488.1
Enterobacter cloacae,PDS000120171.1,PDT001442141.1
Enterobacter cloacae,PDS000124870.1,PDT001494561.1
Enterobacter cloacae,PDS000008356.3,PDT000136676.2
Enterobacter cloacae,PDS000149108.4,PDT000218039.4
Enterobacter cloacae,PDS000179462.1,PDT001164230.4
Enterobacter cloacae,PDS000174890.1,PDT001906962.2
Enterobacter cloacae,PDS000015122.6,PDT000893402.1
Enterobacter cloacae,PDS000121857.1,PDT001469870.1
Enterobacter cloacae,PDS000074605.1,PDT000870742.1
Enterobacter cloacae,PDS000106077.1,PDT001259531.1
Enterobacter cloacae,PDS000100537.1,PDT001196810.1
Enterobacter cloacae,PDS000134536.1,PDT001593097.1
Enterobacter cloacae,PDS000179629.1,PDT002122410.1
Enterobacter cloacae,PDS000175817.1,PDT002097530.1
Enterobacter cloacae,PDS000040833.2,PDT000442355.1
Enterobacter cloacae,PDS000099988.1,PDT001191941.1
Enterobacter cloacae,PDS000179455.1,PDT001132276.4
Enterobacter cloacae,PDS000188355.1,PDT002249111.1
Enterobacter cloacae,PDS000148724.4,PDT001726283.5
Enterobacter cloacae,PDS000061412.9,PDT000727157.1
Enterobacter cloacae,PDS000061409.1,PDT000727172.1
Enterobacter cloacae,PDS000050908.4,PDT000590089.1
Enterobacter cloacae,PDS000015759.3,PDT000759828.1
Enterobacter cloacae,PDS000152507.1,PDT001809199.1
Enterobacter cloacae,PDS000124791.1,PDT001492557.1
Enterobacter cloacae,PDS000090949.1,PDT001056435.1
Enterobacter cloacae,PDS000078303.5,PDT001308035.1
Enterobacter cloacae,PDS000104421.1,PDT001243741.1
Enterobacter cloacae,PDS000108214.1,PDT001288803.1
Enterobacter cloacae,PDS000169055.2,PDT002318291.1
Enterobacter cloacae,PDS000040750.1,PDT000438139.1
Enterobacter cloacae,PDS000063202.1,PDT000747483.1
Enterobacter cloacae,PDS000056108.4,PDT000674892.1
Enterobacter cloacae,PDS000112068.1,PDT001345393.1
Enterobacter cloacae,PDS000148714.6,PDT001468766.4
Enterobacter cloacae,PDS000073353.1,PDT000857969.1
Enterobacter cloacae,PDS000036955.3,PDT001108044.1
Enterobacter cloacae,PDS000109709.1,PDT001308157.1
Enterobacter cloacae,PDS000115345.1,PDT001386329.1
Enterobacter cloacae,PDS000136228.4,PDT001774776.1
Enterobacter cloacae,PDS000008369.4,PDT000136494.2
Enterobacter cloacae,PDS000075284.1,PDT000881051.1
Enterobacter cloacae,PDS000108554.2,PDT001145885.3
Enterobacter cloacae,PDS000112345.1,PDT001307611.1
Enterobacter cloacae,PDS000071968.4,PDT001672900.1
Enterobacter cloacae,PDS000109636.2,PDT001307940.1
Enterobacter cloacae,PDS000106075.1,PDT001259911.1
Enterobacter cloacae,PDS000106067.1,PDT001259978.1
Enterobacter cloacae,PDS000104422.1,PDT001243803.1
Enterobacter cloacae,PDS000148715.10,PDT001872982.4
Enterobacter cloacae,PDS000136239.1,PDT001610831.1
Enterobacter cloacae,PDS000099987.1,PDT001192572.1
Enterobacter cloacae,PDS000106961.1,PDT001038366.1
Enterobacter cloacae,PDS000102278.1,PDT001217269.1
Enterobacter cloacae,PDS000129740.1,PDT001372867.1
Enterobacter cloacae,PDS000075285.1,PDT000881056.1
Enterobacter cloacae,PDS000091229.11,PDT001064231.1
Enterobacter cloacae,PDS000108552.7,PDT001651969.4
Enterobacter cloacae,PDS000039597.1,PDT000424886.1
Enterobacter cloacae,PDS000051807.3,PDT000870706.1
Enterobacter cloacae,PDS000064007.2,PDT000759821.1
Enterobacter cloacae,PDS000106081.1,PDT001259396.1
Enterobacter cloacae,PDS000104430.1,PDT001244176.1
Enterobacter cloacae,PDS000115349.1,PDT001386055.1
Enterobacter cloacae,PDS000150404.1,PDT001785671.1
Enterobacter cloacae,PDS000193979.1,PDT002335216.1
Enterobacter cloacae,PDS000101610.1,PDT001205889.1
Enterobacter cloacae,PDS000179454.1,PDT001451579.4
Enterobacter cloacae,PDS000159177.3,PDT001889370.2
Enterobacter cloacae,PDS000161580.4,PDT001917424.2
Enterobacter cloacae,PDS000149094.3,PDT000217985.4
Enterobacter cloacae,PDS000149115.5,PDT001271092.1
Enterobacter cloacae,PDS000075024.1,PDT000870216.2
Enterobacter cloacae,PDS000075624.1,PDT000888339.1
Enterobacter cloacae,PDS000092438.1,PDT001083267.1
Enterobacter cloacae,PDS000108206.2,PDT001288249.1
Enterobacter cloacae,PDS000106072.1,PDT001259289.1
Enterobacter cloacae,PDS000104432.1,PDT001243261.1
Enterobacter cloacae,PDS000111672.1,PDT001315879.1
Enterobacter cloacae,PDS000184237.1,PDT002188843.1
Enterobacter cloacae,PDS000053875.2,PDT000745551.1
Enterobacter cloacae,PDS000080294.1,PDT000949247.1
Enterobacter cloacae,PDS000056101.4,PDT000675003.1
Enterobacter cloacae,PDS000102457.1,PDT001218006.1
Enterobacter cloacae,PDS000102287.1,PDT001216379.1
Enterobacter cloacae,PDS000192171.1,PDT002304978.1
Enterobacter cloacae,PDS000174388.1,PDT001787015.2
Enterobacter cloacae,PDS000185840.1,PDT001726248.5
Enterobacter cloacae,PDS000061411.1,PDT000727257.1
Enterobacter cloacae,PDS000064015.1,PDT000759864.1
Enterobacter cloacae,PDS000073357.1,PDT000858518.1
Enterobacter cloacae,PDS000092146.3,PDT001078590.1
Enterobacter cloacae,PDS000104413.1,PDT001227334.1
Enterobacter cloacae,PDS000104420.1,PDT001244394.1
Enterobacter cloacae,PDS000129741.1,PDT001372860.1
Enterobacter cloacae,PDS000101613.1,PDT000727025.1
Enterobacter cloacae,PDS000063208.1,PDT000746286.1
Enterobacter cloacae,PDS000075421.1,PDT000884337.1
Enterobacter cloacae,PDS000056102.1,PDT000674937.1
Enterobacter cloacae,PDS000080291.1,PDT000949265.1
Enterobacter cloacae,PDS000061018.2,PDT000720939.1
Enterobacter cloacae,PDS000185841.1,PDT001726306.5
Enterobacter cloacae,PDS000149112.6,PDT001373681.4
Enterobacter cloacae,PDS000047756.6,PDT000893409.1
Enterobacter cloacae,PDS000106083.1,PDT001259566.1
Enterobacter cloacae,PDS000103132.2,PDT001244724.1
Enterobacter cloacae,PDS000153137.1,PDT001815780.1
Enterobacter cloacae,PDS000179636.1,PDT002122437.1
Enterobacter cloacae,PDS000080290.2,PDT000949320.1
Enterobacter cloacae,PDS000189094.1,PDT002265276.1
Enterobacter cloacae,PDS000099980.2,PDT001192052.1
Enterobacter cloacae,PDS000056104.2,PDT000949273.1
Enterobacter cloacae,PDS000085154.1,PDT001013120.1
Enterobacter cloacae,PDS000100569.1,PDT001196967.1
Enterobacter cloacae,PDS000183199.1,PDT002172483.1
Enterobacter cloacae,PDS000040501.8,PDT000434561.1
Enterobacter cloacae,PDS000063528.1,PDT000538138.1
Enterobacter cloacae,PDS000073352.1,PDT000857894.1
Enterobacter cloacae,PDS000100536.1,PDT001196826.1
Enterobacter cloacae,PDS000134534.1,PDT001593069.1
Enterobacter cloacae,PDS000153135.1,PDT001815773.1
Enterobacter cloacae,PDS000101612.2,PDT001205905.1
Enterobacter cloacae,PDS000053763.1,PDT000633464.1
Enterobacter cloacae,PDS000080292.1,PDT000674858.1
Enterobacter cloacae,PDS000192970.1,PDT002320835.1
Enterobacter cloacae,PDS000184168.2,PDT002186432.1
Enterobacter cloacae,PDS000179458.1,PDT001229757.4
Enterobacter cloacae,PDS000146312.1,PDT001739957.1
Enterobacter cloacae,PDS000138655.1,PDT000759826.1
Enterobacter cloacae,PDS000108202.1,PDT001288736.1
Enterobacter cloacae,PDS000012526.11,PDT000276515.2
Enterobacter cloacae,PDS000040858.1,PDT000441851.1
Enterobacter cloacae,PDS000053877.1,PDT000633696.1
Enterobacter cloacae,PDS000153918.1,PDT001826720.1
Enterobacter cloacae,PDS000056110.2,PDT000949276.1
Enterobacter cloacae,PDS000135895.1,PDT000065099.4
Enterobacter cloacae,PDS000179461.1,PDT001172760.1
Enterobacter cloacae,PDS000146591.3,PDT001744314.2
Enterobacter cloacae,PDS000050896.3,PDT000590061.1
Enterobacter cloacae,PDS000102798.1,PDT001222797.1
Enterobacter cloacae,PDS000064016.1,PDT000759841.1
Enterobacter cloacae,PDS000092582.3,PDT000622432.3
Enterobacter cloacae,PDS000106074.1,PDT001260210.1
Enterobacter cloacae,PDS000104418.1,PDT001244348.1
Enterobacter cloacae,PDS000104425.1,PDT001227595.1
Enterobacter cloacae,PDS000061422.2,PDT000727064.1
Enterobacter cloacae,PDS000185258.1,PDT002206012.1
Enterobacter cloacae,PDS000148721.7,PDT000901791.4
Enterobacter cloacae,PDS000008378.5,PDT000870120.2
Enterobacter cloacae,PDS000159020.1,PDT001288464.1
Enterobacter cloacae,PDS000190059.1,PDT002280180.1
Enterobacter cloacae,PDS000041083.1,PDT000442363.1
Enterobacter cloacae,PDS000183850.1,PDT002181244.1
Enterobacter cloacae,PDS000179460.1,PDT001198718.4
Enterobacter cloacae,PDS000019157.1,PDT000294162.1
Enterobacter cloacae,PDS000045097.1,PDT000494603.1
Enterobacter cloacae,PDS000077795.3,PDT000920100.1
Enterobacter cloacae,PDS000121851.1,PDT001469816.1
Enterobacter cloacae,PDS000008329.1,PDT000130168.1
Enterobacter cloacae,PDS000143038.1,PDT001706259.1
Enterobacter cloacae,PDS000063438.1,PDT000749238.1
Enterobacter cloacae,PDS000149093.5,PDT000901765.4
Enterobacter cloacae,PDS000078290.1,PDT000924967.1
Enterobacter cloacae,PDS000108204.2,PDT001672811.1
Enterobacter cloacae,PDS000115347.1,PDT001385969.1
Enterobacter cloacae,PDS000180669.1,PDT002134064.1
Enterobacter cloacae,PDS000103385.2,PDT001230159.1
Enterobacter cloacae,PDS000061406.1,PDT000727061.1
Enterobacter cloacae,PDS000106964.1,PDT001038367.1
Enterobacter cloacae,PDS000092715.1,PDT000136516.2
Enterobacter cloacae,PDS000174342.1,PDT001858379.2
Enterobacter cloacae,PDS000179459.1,PDT001157498.7
Enterobacter cloacae,PDS000074607.1,PDT000870768.1
Enterobacter cloacae,PDS000109706.1,PDT001308010.1
Enterobacter cloacae,PDS000114523.1,PDT001370475.1
Enterobacter cloacae,PDS000141030.1,PDT001651742.1
Enterobacter cloacae,PDS000052974.1,PDT000535663.1
Enterobacter cloacae,PDS000079808.2,PDT000943948.1
Enterobacter cloacae,PDS000072754.21,PDT001170269.4
Enterobacter cloacae,PDS000153239.2,PDT001817646.1
Enterobacter cloacae,PDS000148713.12,PDT001327930.4
Enterobacter cloacae,PDS000076132.20,PDT001452534.4
Enterobacter cloacae,PDS000179450.3,PDT002310440.1
Enterobacter cloacae,PDS000104415.1,PDT001244877.1
Enterobacter cloacae,PDS000040758.1,PDT000438078.1
Enterobacter cloacae,PDS000179453.1,PDT001678081.4
Enterobacter cloacae,PDS000141835.3,PDT001615314.3
Enterobacter cloacae,PDS000148717.8,PDT001700680.1
Enterobacter cloacae,PDS000090948.1,PDT001056434.1
Enterobacter cloacae,PDS000106066.1,PDT001260007.1
Enterobacter cloacae,PDS000110827.1,PDT001324158.1
Enterobacter cloacae,PDS000115350.2,PDT001385963.1
Enterobacter cloacae,PDS000115346.1,PDT001386031.1
Enterobacter cloacae,PDS000046460.1,PDT000136619.2
Enterobacter cloacae,PDS000179457.1,PDT001145884.6
Enterobacter cloacae,PDS000197103.1,PDT002366170.1
Enterobacter cloacae,PDS000081868.8,PDT000145825.4
Enterobacter cloacae,PDS000108203.4,PDT001884740.1
Enterobacter cloacae,PDS000169054.2,PDT002318283.1
Enterobacter cloacae,PDS000063204.1,PDT000745939.1
Enterobacter cloacae,PDS000121530.1,PDT001466231.1
Enterobacter cloacae,PDS000109704.2,PDT000435310.1
Enterobacter cloacae,PDS000106063.1,PDT001259199.1
Enterobacter cloacae,PDS000100539.1,PDT001196703.1
Enterobacter cloacae,PDS000108215.1,PDT001288753.1
Enterobacter cloacae,PDS000153134.1,PDT001815772.1
Enterobacter cloacae,PDS000167008.1,PDT001993314.1
Enterobacter cloacae,PDS000061413.1,PDT000727222.1
Enterobacter cloacae,PDS000139682.1,PDT001663513.1
Enterobacter cloacae,PDS000052973.1,PDT000535664.1
Enterobacter cloacae,PDS000008343.7,PDT000084681.1
Enterobacter cloacae,PDS000171840.1,PDT002055637.1
Enterobacter cloacae,PDS000136238.1,PDT001610847.1
Enterobacter cloacae,PDS000053876.1,PDT000633154.1
Enterobacter cloacae,PDS000099971.1,PDT001192571.1
Enterobacter cloacae,PDS000111630.1,PDT001336788.1
Enterobacter cloacae,PDS000112069.1,PDT001345403.1
Enterobacter cloacae,PDS000084044.1,PDT000153270.1
Enterobacter cloacae,PDS000179456.1,PDT001229761.4
Enterobacter cloacae,PDS000103378.7,PDT002305054.1
Enterobacter cloacae,PDS000187152.1,PDT002189000.1
Enterobacter cloacae,PDS000186488.1,PDT002227288.1
Enterobacter cloacae,PDS000104435.1,PDT001244421.1
Enterobacter cloacae,PDS000115342.1,PDT001385968.1
Enterobacter cloacae,PDS000056098.3,PDT000674870.1
Enterobacter cloacae,PDS000189590.1,PDT002270466.1
Enterobacter cloacae,PDS000149106.3,PDT001594113.1
Enterobacter cloacae,PDS000061419.6,PDT002245208.1
Enterobacter cloacae,PDS000104433.1,PDT001227765.1
Enterobacter cloacae,PDS000190063.1,PDT002280177.1
Enterobacter cloacae,PDS000111640.1,PDT001336966.1
Enterobacter cloacae,PDS000115000.1,PDT001381369.1
Enterobacter cloacae,PDS000189095.1,PDT002265171.1
Enterobacter cloacae,PDS000080293.1,PDT000949231.1
Enterobacter cloacae,PDS000055663.1,PDT000663726.1
Enterobacter cloacae,PDS000108213.1,PDT001288872.1
Enterobacter cloacae,PDS000040325.5,PDT001003113.1
Enterobacter cloacae,PDS000103380.1,PDT001230165.1
Enterobacter cloacae,PDS000106962.1,PDT001273597.1
Enterobacter cloacae,PDS000112067.1,PDT001345476.1
Enterobacter cloacae,PDS000098042.1,PDT001164992.1
Enterobacter cloacae,PDS000104416.1,PDT001245076.1
Enterobacter cloacae,PDS000166303.1,PDT001178825.1
Enterobacter cloacae,PDS000096658.1,PDT000929666.1
Enterobacter cloacae,PDS000099986.1,PDT001191924.1
Enterobacter cloacae,PDS000106966.1,PDT001273577.1
Enterobacter cloacae,PDS000129735.1,PDT001372868.1
Enterobacter cloacae,PDS000050898.1,PDT000589751.1
Enterobacter cloacae,PDS000153139.1,PDT001815790.1
Enterobacter cloacae,PDS000073350.6,PDT000899053.1
Enterobacter cloacae,PDS000167009.1,PDT001992732.1
Enterobacter cloacae,PDS000073355.1,PDT000858503.1
Enterobacter cloacae,PDS000106073.1,PDT001259976.1
Enterobacter cloacae,PDS000186955.1,PDT002230398.1
Enterobacter cloacae,PDS000149099.5,PDT001591651.4
Enterobacter cloacae,PDS000108550.6,PDT001084320.6
Enterobacter cloacae,PDS000192172.1,PDT002305263.1
Enterobacter cloacae,PDS000100566.1,PDT001196919.1
Enterobacter cloacae,PDS000040566.4,PDT000434551.1
Enterobacter cloacae,PDS000100538.1,PDT001196830.1
Enterobacter cloacae,PDS000136236.1,PDT001610872.1
Enterobacter cloacae,PDS000041080.1,PDT000442322.1
Enterobacter cloacae,PDS000101944.1,PDT001211544.1
Enterobacter cloacae,PDS000098712.2,PDT001244240.1
Enterobacter cloacae,PDS000108211.4,PDT001884710.1
Enterobacter cloacae,PDS000194184.1,PDT002335656.1
Enterobacter cloacae,PDS000150405.2,PDT001739635.2
Enterobacter cloacae,PDS000073349.1,PDT000858019.1
Enterobacter cloacae,PDS000040749.1,PDT000438206.1
Enterobacter cloacae,PDS000149118.3,PDT001226542.4
Enterobacter cloacae,PDS000098713.1,PDT000715233.1
Enterobacter cloacae,PDS000073354.3,PDT000622508.3
Enterobacter cloacae,PDS000104431.1,PDT001244353.1
Enterobacter cloacae,PDS000136235.1,PDT001610830.1
Enterobacter cloacae,PDS000106967.1,PDT001273553.1
Enterobacter cloacae,PDS000079813.1,PDT000943998.1
Enterobacter cloacae,PDS000102513.1,PDT001219524.1
Enterobacter cloacae,PDS000189593.1,PDT002269778.1
Enterobacter cloacae,PDS000102296.1,PDT001216387.1
Enterobacter cloacae,PDS000120170.1,PDT001442174.1
Enterobacter cloacae,PDS000112063.1,PDT001336805.1
Enterobacter cloacae,PDS000175158.2,PDT001222629.4
Enterobacter cloacae,PDS000121850.2,PDT001469819.1
Enterobacter cloacae,PDS000159019.1,PDT001884749.1
Enterobacter cloacae,PDS000108778.1,PDT001297053.1
Enterobacter cloacae,PDS000063210.1,PDT000745791.1
Enterobacter cloacae,PDS000194410.1,PDT002338479.1
Enterobacter cloacae,PDS000008315.1,PDT000070347.1
Enterobacter cloacae,PDS000106369.2,PDT000435167.1
Enterobacter cloacae,PDS000106079.1,PDT001259506.1
Enterobacter cloacae,PDS000197937.1,PDT002373018.1
Enterobacter cloacae,PDS000149103.6,PDT001684137.1
Enterobacter cloacae,PDS000103138.1,PDT001226727.1
Enterobacter cloacae,PDS000074604.1,PDT000870788.1
Enterobacter cloacae,PDS000053878.1,PDT000634199.1
Enterobacter cloacae,PDS000079816.1,PDT000943932.1
Enterobacter cloacae,PDS000174387.2,PDT001599858.4
Enterobacter cloacae,PDS000155626.3,PDT001779594.2
Enterobacter cloacae,PDS000170590.1,PDT002036806.1
Enterobacter cloacae,PDS000106082.1,PDT001260737.1
Enterobacter cloacae,PDS000149102.3,PDT001019283.4
Enterobacter cloacae,PDS000139774.2,PDT001516065.1
Enterobacter cloacae,PDS000074598.1,PDT000870766.1
Enterobacter cloacae,PDS000106064.1,PDT001259585.1
Enterobacter cloacae,PDS000149096.2,PDT001366542.1
Enterobacter cloacae,PDS000102289.1,PDT001217045.1
Enterobacter cloacae,PDS000149098.3,PDT000145889.4
Enterobacter cloacae,PDS000061423.1,PDT000727179.1
Enterobacter cloacae,PDS000143655.1,PDT001708970.1
Enterobacter cloacae,PDS000106065.1,PDT001260662.1
Enterobacter cloacae,PDS000114521.1,PDT001370411.1
Enterobacter cloacae,PDS000170589.1,PDT002037001.1
Enterobacter cloacae,PDS000106963.1,PDT001273693.1
Enterobacter cloacae,PDS000181030.1,PDT001487472.4
Enterobacter cloacae,PDS000179449.1,PDT001165615.4
Enterobacter cloacae,PDS000149089.8,PDT001091077.5
Enterobacter cloacae,PDS000175156.3,PDT001577116.4
Enterobacter cloacae,PDS000040857.1,PDT000442638.1
Enterobacter cloacae,PDS000146592.5,PDT001759836.2
Enterobacter cloacae,PDS000174386.2,PDT001354378.4
Enterobacter cloacae,PDS000075023.1,PDT000870175.2
Enterobacter cloacae,PDS000108210.1,PDT001288346.1
Enterobacter cloacae,PDS000189591.1,PDT002270529.1
Enterobacter cloacae,PDS000150811.2,PDT001770099.2
Enterobacter cloacae,PDS000149114.3,PDT001324568.1
Enterobacter cloacae,PDS000140582.1,PDT000435203.1
Enterobacter cloacae,PDS000109708.1,PDT001308125.1
Enterobacter cloacae,PDS000121604.1,PDT001469319.1
Enterobacter cloacae,PDS000079817.1,PDT000943942.1
Enterobacter cloacae,PDS000136560.4,PDT001257936.3
Enterobacter cloacae,PDS000142033.1,PDT001691135.1
