scientific_name,erd_group,target_acc,asm_acc
Enterococcus faecium,PDS000059578.7,PDT000618979.1,GCA_015627625.1
Enterococcus faecium,PDS000190805.1,PDT000703516.1,GCA_015419185.1
Enterococcus faecium,PDS000171997.1,PDT001474397.1,
Enterococcus faecium,PDS000122158.1,PDT001474395.1,GCA_025980025.1
Enterococcus faecium,PDS000059400.3,PDT000701587.1,GCA_015427945.1
Enterococcus faecium,PDS000161120.4,PDT002274691.1,
Enterococcus faecium,PDS000121611.2,PDT001469231.1,GCA_025888535.1
Enterococcus faecium,PDS000059249.12,PDT000695060.1,
Enterococcus faecium,PDS000183463.1,PDT002178571.1,GCA_039838095.1
Enterococcus faecium,PDS000141561.1,PDT001684346.1,GCA_029624365.1
Enterococcus faecium,PDS000190807.1,PDT001843409.1,GCA_030657175.1
Enterococcus faecium,PDS000059034.11,PDT000695705.1,
Enterococcus faecium,PDS000179555.1,PDT002121082.1,GCA_037472225.1
Enterococcus faecium,PDS000102058.12,PDT002121089.1,GCA_037472545.1
Enterococcus faecium,PDS000162187.2,PDT000925867.1,GCA_016415105.1
Enterococcus faecium,PDS000135163.2,PDT000893122.1,GCA_015547065.1
Enterococcus faecium,PDS000199349.1,PDT002391553.1,
Enterococcus faecium,PDS000059220.1,PDT000693959.1,GCA_015498555.1
Enterococcus faecium,PDS000122040.1,PDT000745187.1,
Enterococcus faecium,PDS000059397.2,PDT000701810.1,GCA_015427605.1
Enterococcus faecium,PDS000059388.2,PDT000701038.1,GCA_015446325.1
Enterococcus faecium,PDS000059671.1,PDT000701347.1,
Enterococcus faecium,PDS000059417.2,PDT000700846.1,GCA_015449645.1
Enterococcus faecium,PDS000059025.7,PDT000701585.1,GCA_015428005.1
Enterococcus faecium,PDS000059721.1,PDT000701900.1,
Enterococcus faecium,PDS000172072.1,PDT000088353.2,
Enterococcus faecium,PDS000171925.1,PDT000694339.1,
Enterococcus faecium,PDS000161393.1,PDT001913148.1,GCA_032369855.1
Enterococcus faecium,PDS000161392.1,PDT001913142.1,GCA_032368625.1
Enterococcus faecium,PDS000059224.9,PDT000742970.1,GCA_015368545.1
Enterococcus faecium,PDS000059222.7,PDT000702123.1,
Enterococcus faecium,PDS000059010.9,PDT000700931.1,GCA_015447785.1
Enterococcus faecium,PDS000059563.5,PDT000704557.1,GCA_015407705.1
Enterococcus faecium,PDS000119793.1,PDT001438011.1,GCA_025478225.1
Enterococcus faecium,PDS000059176.6,PDT000701786.1,GCA_015437105.1
Enterococcus faecium,PDS000059086.7,PDT000208017.2,GCA_900179895.1
Enterococcus faecium,PDS000059667.1,PDT000694590.1,
Enterococcus faecium,PDS000059055.3,PDT000701055.1,GCA_015443545.1
Enterococcus faecium,PDS000058933.1,PDT000543871.2,GCA_902160705.1
Enterococcus faecium,PDS000188744.2,PDT001199514.1,
Enterococcus faecium,PDS000113804.8,PDT000976568.1,GCA_017259055.1
Enterococcus faecium,PDS000171958.1,PDT000697804.1,
Enterococcus faecium,PDS000059472.2,PDT000698367.1,
Enterococcus faecium,PDS000059640.1,PDT000698090.1,
Enterococcus faecium,PDS000059467.2,PDT000696854.1,
Enterococcus faecium,PDS000171984.1,PDT000697718.1,
Enterococcus faecium,PDS000059407.2,PDT000697641.1,
Enterococcus faecium,PDS000059450.2,PDT000697271.1,
Enterococcus faecium,PDS000059027.4,PDT000698227.1,
Enterococcus faecium,PDS000172014.1,PDT001362861.1,
Enterococcus faecium,PDS000063012.2,PDT000976535.1,GCA_017259735.1
Enterococcus faecium,PDS000172021.1,PDT000741159.1,
Enterococcus faecium,PDS000063256.3,PDT000747156.1,
Enterococcus faecium,PDS000122149.4,PDT000698448.1,
Enterococcus faecium,PDS000063103.8,PDT001967506.1,GCA_033279525.1
Enterococcus faecium,PDS000063010.10,PDT000744043.1,
Enterococcus faecium,PDS000100049.1,PDT001189482.1,
Enterococcus faecium,PDS000100070.5,PDT001189474.1,
Enterococcus faecium,PDS000100067.2,PDT001189396.1,
Enterococcus faecium,PDS000100058.3,PDT001189420.1,
Enterococcus faecium,PDS000059461.8,PDT000748782.1,
Enterococcus faecium,PDS000084600.4,PDT001005905.1,GCA_017965885.1
Enterococcus faecium,PDS000122057.1,PDT001472403.1,GCA_025954005.1
Enterococcus faecium,PDS000128665.1,PDT001534146.1,GCA_029683065.1
Enterococcus faecium,PDS000063253.17,PDT002289505.1,
Enterococcus faecium,PDS000085224.9,PDT001896322.1,
Enterococcus faecium,PDS000190456.3,PDT002028249.1,GCA_034371645.1
Enterococcus faecium,PDS000084059.5,PDT001076816.1,GCA_019034485.1
Enterococcus faecium,PDS000059339.4,PDT000699747.1,GCA_015465595.1
Enterococcus faecium,PDS000190832.1,PDT002288562.1,
Enterococcus faecium,PDS000190453.2,PDT002288409.1,
Enterococcus faecium,PDS000084056.8,PDT002287917.1,
Enterococcus faecium,PDS000193322.1,PDT002325143.1,
Enterococcus faecium,PDS000172044.1,PDT000703398.1,
Enterococcus faecium,PDS000059108.1,PDT000106056.2,GCA_001547155.1
Enterococcus faecium,PDS000059047.1,PDT000355233.2,GCA_003335855.1
Enterococcus faecium,PDS000058997.6,PDT000202650.2,
Enterococcus faecium,PDS000059549.3,PDT000741585.1,GCA_015395585.1
Enterococcus faecium,PDS000122174.8,PDT000741938.1,GCA_015385565.1
Enterococcus faecium,PDS000059715.4,PDT001176888.1,GCA_020939145.1
Enterococcus faecium,PDS000059141.10,PDT000902294.1,GCA_015705995.1
Enterococcus faecium,PDS000078643.2,PDT000913224.1,GCA_015996105.1
Enterococcus faecium,PDS000061353.11,PDT000902267.1,GCA_015705435.1
Enterococcus faecium,PDS000072955.7,PDT000902262.1,GCA_015705345.1
Enterococcus faecium,PDS000078640.3,PDT000924128.1,GCA_016398525.1
Enterococcus faecium,PDS000078239.1,PDT000924024.1,GCA_016396345.1
Enterococcus faecium,PDS000188753.2,PDT002024158.1,GCA_034311205.1
Enterococcus faecium,PDS000072951.4,PDT002024435.1,GCA_034305665.1
Enterococcus faecium,PDS000061364.19,PDT000924159.1,GCA_016399175.1
Enterococcus faecium,PDS000058954.13,PDT002024585.1,GCA_034302355.1
Enterococcus faecium,PDS000058951.5,PDT000913080.1,GCA_015993225.1
Enterococcus faecium,PDS000059003.1,PDT000500160.2,GCA_005234435.1
Enterococcus faecium,PDS000119790.2,PDT000428005.2,GCA_003965125.1
Enterococcus faecium,PDS000059127.6,PDT000645219.3,GCA_009734005.2
Enterococcus faecium,PDS000142348.1,PDT001695914.1,GCA_029849405.1
Enterococcus faecium,PDS000154626.4,PDT001844661.1,GCA_030665065.1
Enterococcus faecium,PDS000059719.4,PDT001532012.1,GCA_026953775.1
Enterococcus faecium,PDS000127989.1,PDT001532013.1,GCA_026953855.1
Enterococcus faecium,PDS000127979.1,PDT001531787.1,GCA_026935395.1
Enterococcus faecium,PDS000059287.14,PDT000699383.1,
Enterococcus faecium,PDS000059631.4,PDT000820273.1,GCA_015357315.1
Enterococcus faecium,PDS000077217.5,PDT000913156.1,GCA_015994745.1
Enterococcus faecium,PDS000073562.1,PDT000860386.1,GCA_015344565.1
Enterococcus faecium,PDS000070239.3,PDT000820169.1,GCA_015359615.1
Enterococcus faecium,PDS000070245.1,PDT000820150.1,GCA_015359775.1
Enterococcus faecium,PDS000059732.3,PDT000856436.1,GCA_014852855.1
Enterococcus faecium,PDS000082441.1,PDT000976446.1,GCA_017261315.1
Enterococcus faecium,PDS000076253.1,PDT000893110.1,GCA_015538795.1
Enterococcus faecium,PDS000098582.2,PDT001171214.1,GCA_020791435.1
Enterococcus faecium,PDS000098969.1,PDT001176927.1,GCA_020938465.1
Enterococcus faecium,PDS000098971.3,PDT001176981.1,GCA_020937365.1
Enterococcus faecium,PDS000098980.2,PDT002258117.1,
Enterococcus faecium,PDS000098997.2,PDT002258003.1,
Enterococcus faecium,PDS000098939.5,PDT001931387.1,GCA_032669525.1
Enterococcus faecium,PDS000078331.3,PDT001176307.1,GCA_020941765.1
Enterococcus faecium,PDS000059701.6,PDT001176707.1,GCA_020926715.1
Enterococcus faecium,PDS000105906.1,PDT001259115.1,GCA_022468095.1
Enterococcus faecium,PDS000110378.3,PDT001214025.1,GCA_021311125.1
Enterococcus faecium,PDS000097976.1,PDT001162940.1,GCA_020750145.1
Enterococcus faecium,PDS000059475.5,PDT001599653.1,GCA_028335625.1
Enterococcus faecium,PDS000059324.13,PDT001896178.1,
Enterococcus faecium,PDS000171968.1,PDT001472641.1,
Enterococcus faecium,PDS000183291.2,PDT002174468.1,GCA_039758555.1
Enterococcus faecium,PDS000182335.2,PDT002325167.1,
Enterococcus faecium,PDS000154356.1,PDT001831590.1,GCA_030942925.1
Enterococcus faecium,PDS000059128.4,PDT000751135.1,GCA_013179755.1
Enterococcus faecium,PDS000183201.3,PDT002173361.1,GCA_039733505.1
Enterococcus faecium,PDS000063255.1,PDT000745181.1,
Enterococcus faecium,PDS000059398.2,PDT000700843.1,GCA_015449745.1
Enterococcus faecium,PDS000059331.3,PDT000700803.1,GCA_015450245.1
Enterococcus faecium,PDS000059319.2,PDT000694001.1,GCA_018087405.1
Enterococcus faecium,PDS000059211.7,PDT000701910.1,GCA_015427035.1
Enterococcus faecium,PDS000059283.12,PDT001380629.1,
Enterococcus faecium,PDS000059749.2,PDT000701759.1,GCA_015429065.1
Enterococcus faecium,PDS000122044.1,PDT001472277.1,
Enterococcus faecium,PDS000059311.2,PDT000701504.1,GCA_015432145.1
Enterococcus faecium,PDS000059188.4,PDT000695321.1,
Enterococcus faecium,PDS000059180.3,PDT000694644.1,
Enterococcus faecium,PDS000058987.1,PDT000442710.1,
Enterococcus faecium,PDS000059253.4,PDT000696601.1,
Enterococcus faecium,PDS000059416.2,PDT000698017.1,
Enterococcus faecium,PDS000059639.1,PDT000697855.1,
Enterococcus faecium,PDS000171875.1,PDT000976595.3,
Enterococcus faecium,PDS000059685.1,PDT000697931.1,
Enterococcus faecium,PDS000059464.2,PDT000697809.1,
Enterococcus faecium,PDS000059251.8,PDT000697068.1,
Enterococcus faecium,PDS000109305.2,PDT001380565.1,
Enterococcus faecium,PDS000084065.4,PDT000697840.1,
Enterococcus faecium,PDS000059173.12,PDT000748773.1,
Enterococcus faecium,PDS000059325.6,PDT001171250.1,GCA_020790915.1
Enterococcus faecium,PDS000058922.14,PDT000743079.1,GCA_015366315.1
Enterococcus faecium,PDS000190812.1,PDT001896525.1,
Enterococcus faecium,PDS000171909.1,PDT000927864.1,
Enterococcus faecium,PDS000193449.1,PDT001972583.1,GCA_033395835.1
Enterococcus faecium,PDS000084055.9,PDT002035418.1,GCA_034482685.1
Enterococcus faecium,PDS000172729.1,PDT002067861.1,GCA_036466595.1
Enterococcus faecium,PDS000059081.2,PDT000210421.2,GCA_002140385.1
Enterococcus faecium,PDS000059048.1,PDT000215199.2,GCA_002158245.1
Enterococcus faecium,PDS000062968.2,PDT000740903.1,GCA_015395665.1
Enterococcus faecium,PDS000062956.2,PDT000740853.1,GCA_015397305.1
Enterococcus faecium,PDS000172043.1,PDT000742780.1,
Enterococcus faecium,PDS000164982.1,PDT001967555.1,GCA_033282285.1
Enterococcus faecium,PDS000164981.1,PDT001967472.1,GCA_033277145.1
Enterococcus faecium,PDS000072949.3,PDT000924201.1,GCA_016400045.1
Enterococcus faecium,PDS000072950.4,PDT000924193.1,GCA_016399885.1
Enterococcus faecium,PDS000169666.1,PDT002024451.1,GCA_034305285.1
Enterococcus faecium,PDS000078219.1,PDT000907270.1,GCA_015773355.1
Enterococcus faecium,PDS000058926.13,PDT000924247.1,GCA_016401075.1
Enterococcus faecium,PDS000059011.2,PDT001695939.1,GCA_029849915.1
Enterococcus faecium,PDS000142351.1,PDT001695921.1,GCA_029849545.1
Enterococcus faecium,PDS000172047.1,PDT000705587.1,
Enterococcus faecium,PDS000059136.1,PDT000645255.2,GCA_009734855.1
Enterococcus faecium,PDS000097972.4,PDT002139111.1,GCA_038278485.1
Enterococcus faecium,PDS000110250.1,PDT000820361.1,GCA_015348665.1
Enterococcus faecium,PDS000059261.8,PDT000942846.1,GCA_017199875.1
Enterococcus faecium,PDS000137283.1,PDT001118335.1,GCA_019780395.1
Enterococcus faecium,PDS000082446.1,PDT000698442.1,
Enterococcus faecium,PDS000098978.4,PDT002258307.1,
Enterococcus faecium,PDS000105710.2,PDT001256570.1,GCA_022411915.1
Enterococcus faecium,PDS000097014.3,PDT001087967.1,GCA_019175425.1
Enterococcus faecium,PDS000102070.1,PDT001213597.1,GCA_021318215.1
Enterococcus faecium,PDS000102093.1,PDT001213444.1,GCA_021334895.1
Enterococcus faecium,PDS000102075.1,PDT001213744.1,GCA_021326375.1
Enterococcus faecium,PDS000122173.4,PDT001076983.1,GCA_019031005.1
Enterococcus faecium,PDS000098962.2,PDT001177221.1,GCA_020932825.1
Enterococcus faecium,PDS000059706.3,PDT001176205.1,GCA_020942765.1
Enterococcus faecium,PDS000059699.4,PDT002258013.1,
Enterococcus faecium,PDS000059700.3,PDT001176657.1,GCA_020927895.1
Enterococcus faecium,PDS000180901.2,PDT002258909.1,
Enterococcus faecium,PDS000097982.13,PDT001163046.1,GCA_020748425.1
Enterococcus faecium,PDS000097959.3,PDT001163055.1,GCA_020748605.1
Enterococcus faecium,PDS000059118.3,PDT000531961.2,GCA_006375925.1
Enterococcus faecium,PDS000102074.4,PDT001213659.1,GCA_021332915.1
Enterococcus faecium,PDS000107615.3,PDT001280257.1,GCA_022844935.1
Enterococcus faecium,PDS000188992.1,PDT001349858.1,GCA_023956895.1
Enterococcus faecium,PDS000122155.1,PDT001474060.1,GCA_025974365.1
Enterococcus faecium,PDS000098982.2,PDT001176413.1,GCA_020940705.1
Enterococcus faecium,PDS000169233.1,PDT002019108.1,GCA_034192285.1
Enterococcus faecium,PDS000152941.1,PDT001813760.1,GCA_030943985.1
Enterococcus faecium,PDS000179540.1,PDT001967594.1,GCA_033284245.1
Enterococcus faecium,PDS000095133.4,PDT002121113.1,GCA_037473405.1
Enterococcus faecium,PDS000190803.3,PDT002287760.1,
Enterococcus faecium,PDS000181708.1,PDT002154730.1,GCA_039061945.1
Enterococcus faecium,PDS000190417.1,PDT002266731.1,GCA_040884185.1
Enterococcus faecium,PDS000059584.1,PDT000701293.1,GCA_015435185.1
Enterococcus faecium,PDS000059449.2,PDT000701817.1,GCA_015427365.1
Enterococcus faecium,PDS000059580.1,PDT000704272.1,GCA_015411025.1
Enterococcus faecium,PDS000059389.1,PDT000701052.1,GCA_015445105.1
Enterococcus faecium,PDS000059680.1,PDT000701607.1,GCA_015430685.1
Enterococcus faecium,PDS000171871.1,PDT000698001.1,
Enterococcus faecium,PDS000059171.2,PDT000694030.1,GCA_015497555.1
Enterococcus faecium,PDS000059739.1,PDT000701953.1,GCA_015426445.1
Enterococcus faecium,PDS000059230.2,PDT000694211.1,GCA_015496095.1
Enterococcus faecium,PDS000172031.1,PDT000694252.1,
Enterococcus faecium,PDS000059571.4,PDT001189676.1,GCA_021040965.1
Enterococcus faecium,PDS000059209.5,PDT000694595.1,
Enterococcus faecium,PDS000059208.1,PDT000695102.1,
Enterococcus faecium,PDS000059207.5,PDT000695100.1,
Enterococcus faecium,PDS000171937.1,PDT000860700.1,
Enterococcus faecium,PDS000059210.5,PDT000694739.1,
Enterococcus faecium,PDS000059323.12,PDT000700292.1,GCA_015455745.1
Enterococcus faecium,PDS000059285.4,PDT000696668.1,
Enterococcus faecium,PDS000059443.5,PDT000697483.1,
Enterococcus faecium,PDS000059245.5,PDT001194973.1,
Enterococcus faecium,PDS000059256.3,PDT000697546.1,
Enterococcus faecium,PDS000059632.1,PDT000697853.1,
Enterococcus faecium,PDS000059626.6,PDT000697670.1,
Enterococcus faecium,PDS000059438.2,PDT000697644.1,
Enterococcus faecium,PDS000063014.1,PDT000741290.1,
Enterococcus faecium,PDS000102092.12,PDT002088939.1,GCA_036873275.1
Enterococcus faecium,PDS000190457.1,PDT001171229.1,GCA_020791415.1
Enterococcus faecium,PDS000059307.1,PDT000698948.1,
Enterococcus faecium,PDS000059607.1,PDT000698573.1,
Enterococcus faecium,PDS000109306.2,PDT000741105.1,
Enterococcus faecium,PDS000171911.1,PDT000927857.1,
Enterococcus faecium,PDS000171910.1,PDT000927886.1,
Enterococcus faecium,PDS000157933.1,PDT001467324.1,GCA_025863495.1
Enterococcus faecium,PDS000128666.1,PDT001534168.1,GCA_027094935.1
Enterococcus faecium,PDS000059272.17,PDT001380602.1,
Enterococcus faecium,PDS000100071.12,PDT001896495.1,
Enterococcus faecium,PDS000144588.18,PDT001986214.2,GCA_034511615.1
Enterococcus faecium,PDS000059113.3,PDT000700869.1,GCA_015449265.1
Enterococcus faecium,PDS000062970.6,PDT000740877.1,GCA_015396605.1
Enterococcus faecium,PDS000062962.1,PDT000740864.1,
Enterococcus faecium,PDS000058925.7,PDT000923895.1,GCA_016393645.1
Enterococcus faecium,PDS000078237.1,PDT000923831.1,GCA_016392355.1
Enterococcus faecium,PDS000097954.6,PDT001531904.1,GCA_026947865.1
Enterococcus faecium,PDS000058975.17,PDT000923984.1,GCA_016395495.1
Enterococcus faecium,PDS000059012.3,PDT001695917.1,GCA_029849465.1
Enterococcus faecium,PDS000167023.1,PDT001992645.1,GCA_033836505.1
Enterococcus faecium,PDS000082458.3,PDT000976571.1,GCA_017259015.1
Enterococcus faecium,PDS000122160.1,PDT000743076.1,GCA_015366765.1
Enterococcus faecium,PDS000059021.3,PDT000697834.1,
Enterococcus faecium,PDS000098583.2,PDT000996309.1,GCA_017713935.1
Enterococcus faecium,PDS000102066.4,PDT001213898.1,GCA_021326855.1
Enterococcus faecium,PDS000188742.1,PDT002258402.1,
Enterococcus faecium,PDS000098993.2,PDT002257816.1,
Enterococcus faecium,PDS000188750.1,PDT002257561.1,
Enterococcus faecium,PDS000188737.1,PDT002257772.1,
Enterococcus faecium,PDS000099000.2,PDT002258164.1,
Enterococcus faecium,PDS000105907.1,PDT001259149.1,GCA_022469115.1
Enterococcus faecium,PDS000105916.1,PDT001259018.1,GCA_022463315.1
Enterococcus faecium,PDS000105911.1,PDT001259020.1,GCA_022463355.1
Enterococcus faecium,PDS000136314.3,PDT001659107.1,GCA_029123605.1
Enterococcus faecium,PDS000110383.2,PDT001324142.1,GCA_023676545.1
Enterococcus faecium,PDS000111706.1,PDT001337280.1,GCA_023743605.1
Enterococcus faecium,PDS000171989.1,PDT001472640.1,
Enterococcus faecium,PDS000058939.4,PDT001664559.1,GCA_029320515.1
Enterococcus faecium,PDS000179543.1,PDT002121184.1,GCA_037474825.1
Enterococcus faecium,PDS000185083.1,PDT002205318.1,GCA_040150615.1
Enterococcus faecium,PDS000059657.1,PDT000701548.1,GCA_015428425.1
Enterococcus faecium,PDS000100075.5,PDT000578333.2,GCA_008131205.1
