scientific_name,erd_group,target_acc,asm_acc
Pseudomonas aeruginosa,PDS000189179.1,PDT002265986.1,
Pseudomonas aeruginosa,PDS000199456.1,PDT002391866.1,
Pseudomonas aeruginosa,PDS000199411.2,PDT002391615.1,
Pseudomonas aeruginosa,PDS000101949.1,PDT001211397.1,
Pseudomonas aeruginosa,PDS000101973.1,PDT001211419.1,
Pseudomonas aeruginosa,PDS000063753.1,PDT000754220.1,GCA_021684675.1
Pseudomonas aeruginosa,PDS000063985.12,PDT000167135.1,GCA_001874975.1
Pseudomonas aeruginosa,PDS000010296.3,PDT000174738.1,GCA_900144235.1
Pseudomonas aeruginosa,PDS000010318.14,PDT002066859.1,GCA_036237095.1
Pseudomonas aeruginosa,PDS000010349.4,PDT000173117.1,GCA_900147355.1
Pseudomonas aeruginosa,PDS000064603.3,PDT000768339.1,
Pseudomonas aeruginosa,PDS000063755.4,PDT000767705.1,
Pseudomonas aeruginosa,PDS000064440.1,PDT000767599.1,
Pseudomonas aeruginosa,PDS000064651.4,PDT000769119.1,
Pseudomonas aeruginosa,PDS000047536.6,PDT000915610.1,GCA_016010215.1
Pseudomonas aeruginosa,PDS000012380.6,PDT000202568.2,
Pseudomonas aeruginosa,PDS000107575.3,PDT001278553.1,GCA_022810945.1
Pseudomonas aeruginosa,PDS000171020.1,PDT002042673.1,GCA_034816865.1
Pseudomonas aeruginosa,PDS000064916.3,PDT000774245.1,GCA_021670955.1
Pseudomonas aeruginosa,PDS000052023.3,PDT002035282.1,GCA_034485925.1
Pseudomonas aeruginosa,PDS000047555.5,PDT002164138.1,
Pseudomonas aeruginosa,PDS000047556.16,PDT000424217.1,GCA_021711135.1
Pseudomonas aeruginosa,PDS000040837.1,PDT000441959.1,
Pseudomonas aeruginosa,PDS000075144.2,PDT000880290.1,
Pseudomonas aeruginosa,PDS000075436.2,PDT000882499.1,
Pseudomonas aeruginosa,PDS000075439.1,PDT000883515.1,
Pseudomonas aeruginosa,PDS000099998.2,PDT001193153.1,
Pseudomonas aeruginosa,PDS000039608.2,PDT000883145.1,
Pseudomonas aeruginosa,PDS000141482.1,PDT001191118.1,
Pseudomonas aeruginosa,PDS000063869.3,PDT000755620.1,
Pseudomonas aeruginosa,PDS000112253.1,PDT001339946.1,
Pseudomonas aeruginosa,PDS000125925.1,PDT001505153.1,GCA_026532955.1
Pseudomonas aeruginosa,PDS000125930.1,PDT001505184.1,GCA_026532735.1
Pseudomonas aeruginosa,PDS000125929.1,PDT001505185.1,GCA_026532835.1
Pseudomonas aeruginosa,PDS000112174.5,PDT001737609.1,GCA_950100605.1
Pseudomonas aeruginosa,PDS000169585.2,PDT002023299.1,GCA_963429355.1
Pseudomonas aeruginosa,PDS000169570.2,PDT002027084.1,GCA_963442445.1
Pseudomonas aeruginosa,PDS000169547.2,PDT002022972.1,GCA_963454385.1
Pseudomonas aeruginosa,PDS000169411.3,PDT002023210.1,GCA_963445295.1
Pseudomonas aeruginosa,PDS000169605.2,PDT002027046.1,GCA_963439195.1
Pseudomonas aeruginosa,PDS000169389.2,PDT002021481.1,GCA_963441395.1
Pseudomonas aeruginosa,PDS000169577.1,PDT002023517.1,GCA_963453665.1
Pseudomonas aeruginosa,PDS000195243.1,PDT002346997.1,GCA_964241395.1
Pseudomonas aeruginosa,PDS000169382.2,PDT002027544.1,GCA_963445685.1
Pseudomonas aeruginosa,PDS000169624.2,PDT002022404.1,GCA_963448465.1
Pseudomonas aeruginosa,PDS000047889.16,PDT001994027.1,GCA_033871215.1
Pseudomonas aeruginosa,PDS000169376.2,PDT002021170.1,GCA_963429515.1
Pseudomonas aeruginosa,PDS000169591.2,PDT002023005.1,GCA_963448675.1
Pseudomonas aeruginosa,PDS000169398.2,PDT002021305.1,GCA_963442505.1
Pseudomonas aeruginosa,PDS000169383.2,PDT002028982.1,GCA_963439235.1
Pseudomonas aeruginosa,PDS000169373.2,PDT002028916.1,GCA_963441305.1
Pseudomonas aeruginosa,PDS000169352.2,PDT002021360.1,GCA_963450785.1
Pseudomonas aeruginosa,PDS000169350.2,PDT002027708.1,GCA_963442905.1
Pseudomonas aeruginosa,PDS000010324.2,PDT000045220.1,GCA_000791945.1
Pseudomonas aeruginosa,PDS000182554.1,PDT002164151.1,
Pseudomonas aeruginosa,PDS000182633.1,PDT002164170.1,
Pseudomonas aeruginosa,PDS000065088.2,PDT000045164.1,GCA_000790825.1
Pseudomonas aeruginosa,PDS000182665.1,PDT000045332.1,GCA_000794175.1
Pseudomonas aeruginosa,PDS000182474.1,PDT002164349.1,
Pseudomonas aeruginosa,PDS000168916.2,PDT002043171.1,
Pseudomonas aeruginosa,PDS000194004.1,PDT002333052.1,
Pseudomonas aeruginosa,PDS000077172.1,PDT000391952.2,GCA_003630465.2
Pseudomonas aeruginosa,PDS000081873.4,PDT000045350.1,GCA_000794545.1
Pseudomonas aeruginosa,PDS000182609.1,PDT000045382.1,GCA_000795185.1
Pseudomonas aeruginosa,PDS000182521.1,PDT000045153.1,GCA_000790605.1
Pseudomonas aeruginosa,PDS000182681.1,PDT000045297.1,GCA_000793485.1
Pseudomonas aeruginosa,PDS000182483.1,PDT000045234.1,GCA_000792225.1
Pseudomonas aeruginosa,PDS000092716.1,PDT000250808.2,GCA_021712615.1
Pseudomonas aeruginosa,PDS000063977.1,PDT000756276.1,
Pseudomonas aeruginosa,PDS000063988.1,PDT000756221.1,
Pseudomonas aeruginosa,PDS000063978.3,PDT000756289.1,
Pseudomonas aeruginosa,PDS000061288.25,PDT000766412.4,
Pseudomonas aeruginosa,PDS000154832.2,PDT001824207.3,GCA_031924825.2
Pseudomonas aeruginosa,PDS000179497.1,PDT001207658.4,
Pseudomonas aeruginosa,PDS000164226.2,PDT001953393.1,GCA_033040155.1
Pseudomonas aeruginosa,PDS000150843.3,PDT001157480.6,GCA_021645065.3
Pseudomonas aeruginosa,PDS000092196.11,PDT001132211.3,GCA_021645345.3
Pseudomonas aeruginosa,PDS000101699.9,PDT001852615.2,GCA_031650865.2
Pseudomonas aeruginosa,PDS000148745.13,PDT001917226.2,GCA_032447555.2
Pseudomonas aeruginosa,PDS000164225.3,PDT001786563.2,GCA_032771975.2
Pseudomonas aeruginosa,PDS000179468.1,PDT001226243.4,
Pseudomonas aeruginosa,PDS000193003.1,PDT002320640.1,
Pseudomonas aeruginosa,PDS000172732.1,PDT002067772.1,GCA_036468395.1
Pseudomonas aeruginosa,PDS000074241.6,PDT000868674.3,GCA_021666915.3
Pseudomonas aeruginosa,PDS000064621.1,PDT000768088.1,GCA_021679495.1
Pseudomonas aeruginosa,PDS000064594.1,PDT000768025.1,GCA_021680715.1
Pseudomonas aeruginosa,PDS000077993.4,PDT000923250.1,GCA_016338025.1
Pseudomonas aeruginosa,PDS000167277.9,PDT000866111.1,GCA_021668755.1
Pseudomonas aeruginosa,PDS000167232.1,PDT001993727.1,GCA_033894485.1
Pseudomonas aeruginosa,PDS000167286.2,PDT001997511.1,GCA_033929725.1
Pseudomonas aeruginosa,PDS000016872.7,PDT001668188.1,GCA_029399155.1
Pseudomonas aeruginosa,PDS000047529.4,PDT000172850.1,GCA_900147795.1
Pseudomonas aeruginosa,PDS000063878.6,PDT001481822.1,GCA_026014295.1
Pseudomonas aeruginosa,PDS000092762.1,PDT001087567.1,GCA_021658375.1
Pseudomonas aeruginosa,PDS000112170.1,PDT001347121.1,GCA_023912375.1
Pseudomonas aeruginosa,PDS000063721.43,PDT001668200.1,GCA_029400335.1
Pseudomonas aeruginosa,PDS000112029.1,PDT001342787.1,GCA_023991155.1
Pseudomonas aeruginosa,PDS000065918.2,PDT001348680.1,
Pseudomonas aeruginosa,PDS000154753.3,PDT001897997.1,GCA_031849415.1
Pseudomonas aeruginosa,PDS000063725.2,PDT000753471.1,
Pseudomonas aeruginosa,PDS000063722.2,PDT000753644.1,GCA_021694615.1
Pseudomonas aeruginosa,PDS000063758.2,PDT000753367.1,GCA_021700415.1
Pseudomonas aeruginosa,PDS000063546.1,PDT000750278.1,GCA_021705455.1
Pseudomonas aeruginosa,PDS000150580.1,PDT001788348.1,GCA_030326365.1
Pseudomonas aeruginosa,PDS000063736.25,PDT001363272.1,GCA_024351945.1
Pseudomonas aeruginosa,PDS000073929.1,PDT000866386.1,GCA_021667755.1
Pseudomonas aeruginosa,PDS000102755.4,PDT001221934.1,GCA_021589945.1
Pseudomonas aeruginosa,PDS000095647.1,PDT001122697.1,GCA_019857365.1
Pseudomonas aeruginosa,PDS000094868.2,PDT001113463.1,GCA_019690895.1
Pseudomonas aeruginosa,PDS000105053.2,PDT001667544.1,GCA_029409535.1
Pseudomonas aeruginosa,PDS000063749.2,PDT000754074.1,GCA_021688315.1
Pseudomonas aeruginosa,PDS000111970.1,PDT001339014.1,GCA_024004875.1
Pseudomonas aeruginosa,PDS000096672.1,PDT001141418.1,GCA_020180755.1
Pseudomonas aeruginosa,PDS000112044.1,PDT001342757.1,GCA_023991555.1
Pseudomonas aeruginosa,PDS000112267.1,PDT001346020.1,GCA_023935265.1
Pseudomonas aeruginosa,PDS000112234.1,PDT001345950.1,GCA_023936205.1
Pseudomonas aeruginosa,PDS000112298.1,PDT001346316.1,GCA_023935705.1
Pseudomonas aeruginosa,PDS000142354.1,PDT001695822.1,GCA_029835495.1
Pseudomonas aeruginosa,PDS000102761.3,PDT001682493.1,GCA_029605665.1
Pseudomonas aeruginosa,PDS000112055.1,PDT001340020.1,GCA_023993515.1
Pseudomonas aeruginosa,PDS000112054.1,PDT001342779.1,GCA_023991115.1
Pseudomonas aeruginosa,PDS000175907.1,PDT001344001.1,GCA_023951955.1
Pseudomonas aeruginosa,PDS000112106.1,PDT001344492.1,GCA_023940045.1
Pseudomonas aeruginosa,PDS000142358.3,PDT001695831.1,GCA_029836595.1
Pseudomonas aeruginosa,PDS000113998.1,PDT001269112.1,
Pseudomonas aeruginosa,PDS000122000.1,PDT001471541.1,GCA_025921045.1
Pseudomonas aeruginosa,PDS000140979.1,PDT001676975.1,
Pseudomonas aeruginosa,PDS000134540.21,PDT001677100.1,
Pseudomonas aeruginosa,PDS000134564.2,PDT001676939.1,
Pseudomonas aeruginosa,PDS000170592.1,PDT002036988.1,GCA_034574635.1
Pseudomonas aeruginosa,PDS000170594.1,PDT002036991.1,GCA_034574615.1
Pseudomonas aeruginosa,PDS000120639.1,PDT001451143.1,GCA_025662275.1
Pseudomonas aeruginosa,PDS000120636.1,PDT001451090.1,GCA_025661185.1
Pseudomonas aeruginosa,PDS000120642.1,PDT001451093.1,GCA_025661265.1
Pseudomonas aeruginosa,PDS000112258.2,PDT001110134.1,GCA_021645545.1
Pseudomonas aeruginosa,PDS000125135.1,PDT001500746.1,GCA_026337635.1
Pseudomonas aeruginosa,PDS000117693.1,PDT001413830.1,GCA_025124835.1
Pseudomonas aeruginosa,PDS000117657.1,PDT001414069.1,GCA_025131935.1
Pseudomonas aeruginosa,PDS000117680.1,PDT001414047.1,GCA_025131495.1
Pseudomonas aeruginosa,PDS000189595.1,PDT002273777.1,GCA_040900905.1
Pseudomonas aeruginosa,PDS000136427.2,PDT001612786.2,GCA_028595615.2
Pseudomonas aeruginosa,PDS000016058.14,PDT000923346.1,GCA_016339945.1
Pseudomonas aeruginosa,PDS000157974.1,PDT001877490.1,GCA_031210565.1
Pseudomonas aeruginosa,PDS000157967.1,PDT001877504.1,GCA_031210865.1
Pseudomonas aeruginosa,PDS000157944.1,PDT001877443.1,GCA_031207485.1
Pseudomonas aeruginosa,PDS000157988.1,PDT001877498.1,GCA_031210735.1
Pseudomonas aeruginosa,PDS000193679.1,PDT002331261.1,GCA_041355675.1
Pseudomonas aeruginosa,PDS000117609.7,PDT001413341.1,GCA_025108005.1
Pseudomonas aeruginosa,PDS000161872.1,PDT001925405.1,GCA_032470135.1
Pseudomonas aeruginosa,PDS000174324.1,PDT001991765.1,GCA_033796585.1
Pseudomonas aeruginosa,PDS000159472.2,PDT001894118.1,GCA_031822595.1
Pseudomonas aeruginosa,PDS000171222.1,PDT002045321.1,GCA_035007865.1
Pseudomonas aeruginosa,PDS000192902.1,PDT002319915.1,
Pseudomonas aeruginosa,PDS000192880.1,PDT002320113.1,
Pseudomonas aeruginosa,PDS000166900.3,PDT001984097.1,GCA_033655405.1
Pseudomonas aeruginosa,PDS000166603.1,PDT001984105.1,GCA_033655325.1
Pseudomonas aeruginosa,PDS000185290.1,PDT002208502.1,GCA_040186705.1
Pseudomonas aeruginosa,PDS000189165.1,PDT002266686.1,GCA_040885825.1
Pseudomonas aeruginosa,PDS000189164.1,PDT002266662.1,GCA_040885285.1
Pseudomonas aeruginosa,PDS000193683.1,PDT002331282.1,GCA_041357775.1
Pseudomonas aeruginosa,PDS000199225.1,PDT002387580.1,
Pseudomonas aeruginosa,PDS000199227.1,PDT002387607.1,
Pseudomonas aeruginosa,PDS000194347.1,PDT002336457.1,
Pseudomonas aeruginosa,PDS000107895.6,PDT001286378.1,GCA_022985275.1
Pseudomonas aeruginosa,PDS000064876.1,PDT000771049.1,GCA_021675035.1
Pseudomonas aeruginosa,PDS000112047.1,PDT001342624.1,GCA_023992495.1
Pseudomonas aeruginosa,PDS000010302.1,PDT000173037.1,GCA_900146645.1
