scientific_name,erd_group,target_acc,asm_acc
Acinetobacter baumannii,PDS000040927.2,PDT000441467.1,GCA_016509835.1
Acinetobacter baumannii,PDS000040925.1,PDT000441452.1,GCA_016510895.1
Acinetobacter baumannii,PDS000060293.9,PDT000505696.1,GCA_005518095.1
Acinetobacter baumannii,PDS000061264.2,PDT001502917.1,GCA_026472925.1
Acinetobacter baumannii,PDS000165660.2,PDT001974644.1,GCA_033446405.1
Acinetobacter baumannii,PDS000053775.7,PDT000632900.1,
Acinetobacter baumannii,PDS000075187.6,PDT000880319.1,
Acinetobacter baumannii,PDS000075473.2,PDT000885079.1,
Acinetobacter baumannii,PDS000009521.3,PDT000168494.1,GCA_900019975.1
Acinetobacter baumannii,PDS000047422.16,PDT001006806.1,GCA_017950985.1
Acinetobacter baumannii,PDS000101053.1,PDT001201026.1,
Acinetobacter baumannii,PDS000101055.1,PDT001201015.1,
Acinetobacter baumannii,PDS000005654.32,PDT000106817.2,GCA_016540285.2
Acinetobacter baumannii,PDS000149336.16,PDT001961401.2,GCA_033136745.2
Acinetobacter baumannii,PDS000149327.5,PDT001828990.2,GCA_031105735.2
Acinetobacter baumannii,PDS000167002.8,PDT002366157.1,GCA_041857275.1
Acinetobacter baumannii,PDS000109236.1,PDT001207820.3,GCA_021248865.2
Acinetobacter baumannii,PDS000107230.43,PDT002074697.1,GCA_035821055.2
Acinetobacter baumannii,PDS000105895.15,PDT001374640.3,GCA_024572375.3
Acinetobacter baumannii,PDS000126113.4,PDT001242790.3,GCA_022106195.3
Acinetobacter baumannii,PDS000005651.72,PDT002118668.1,GCA_037430525.1
Acinetobacter baumannii,PDS000101626.27,PDT001925801.2,GCA_032600445.2
Acinetobacter baumannii,PDS000076300.9,PDT000893651.3,GCA_016473995.3
Acinetobacter baumannii,PDS000112894.22,PDT000733296.3,GCA_016489035.3
Acinetobacter baumannii,PDS000169080.4,PDT002234123.1,GCA_040412475.1
Acinetobacter baumannii,PDS000171352.3,PDT001831235.2,GCA_031104725.2
Acinetobacter baumannii,PDS000106879.33,PDT002117961.1,GCA_037524945.1
Acinetobacter baumannii,PDS000141857.5,PDT001689488.3,GCA_029736135.3
Acinetobacter baumannii,PDS000101625.22,PDT001210605.3,GCA_021273725.3
Acinetobacter baumannii,PDS000047360.1,PDT000092772.1,GCA_001417545.1
Acinetobacter baumannii,PDS000005662.11,PDT000106903.2,GCA_016538525.2
Acinetobacter baumannii,PDS000005664.1,PDT000092678.1,GCA_001415595.1
Acinetobacter baumannii,PDS000092890.2,PDT000115290.2,GCA_016519785.2
Acinetobacter baumannii,PDS000004981.4,PDT000115281.2,GCA_016520105.2
Acinetobacter baumannii,PDS000092891.1,PDT000107120.2,GCA_016537145.2
Acinetobacter baumannii,PDS000005033.16,PDT000380170.1,GCA_003547115.1
Acinetobacter baumannii,PDS000010269.36,PDT000355789.1,GCA_003345235.1
Acinetobacter baumannii,PDS000092803.2,PDT000152754.2,
Acinetobacter baumannii,PDS000047431.1,PDT000134721.1,GCA_001666365.1
Acinetobacter baumannii,PDS000044234.1,PDT000482878.1,GCA_004378625.1
Acinetobacter baumannii,PDS000005029.8,PDT000209499.1,GCA_002143375.1
Acinetobacter baumannii,PDS000063575.20,PDT000298130.1,GCA_003007405.1
Acinetobacter baumannii,PDS000134815.1,PDT001595046.1,GCA_028175425.1
Acinetobacter baumannii,PDS000019485.3,PDT000304599.1,GCA_003038965.1
Acinetobacter baumannii,PDS000039311.2,PDT001227184.1,GCA_021545135.1
Acinetobacter baumannii,PDS000005019.4,PDT000094625.1,GCA_001441415.1
Acinetobacter baumannii,PDS000053328.3,PDT000626492.2,GCA_009645705.1
Acinetobacter baumannii,PDS000056633.2,PDT001200359.1,
Acinetobacter baumannii,PDS000103018.2,PDT001225601.1,GCA_021510895.1
Acinetobacter baumannii,PDS000082825.1,PDT000980427.1,GCA_017168635.1
Acinetobacter baumannii,PDS000084723.1,PDT001006863.1,GCA_017952135.1
Acinetobacter baumannii,PDS000164547.1,PDT001822719.1,GCA_031107025.1
Acinetobacter baumannii,PDS000073538.2,PDT000863584.1,GCA_014880475.1
Acinetobacter baumannii,PDS000047407.19,PDT000863658.1,GCA_014881935.1
Acinetobacter baumannii,PDS000138017.3,PDT000526480.1,GCA_006367845.1
Acinetobacter baumannii,PDS000055389.27,PDT001436826.1,GCA_025456855.1
Acinetobacter baumannii,PDS000076297.2,PDT000893176.1,GCA_016474465.1
Acinetobacter baumannii,PDS000093476.1,PDT001095966.2,GCA_019323825.1
Acinetobacter baumannii,PDS000102418.1,PDT001218573.1,GCA_021385455.1
Acinetobacter baumannii,PDS000164439.1,PDT001957297.1,GCA_033130535.1
Acinetobacter baumannii,PDS000026071.2,PDT001292460.1,GCA_023004475.1
Acinetobacter baumannii,PDS000109906.1,PDT001312767.1,GCA_023498975.1
Acinetobacter baumannii,PDS000164021.1,PDT001952754.1,GCA_032941715.1
Acinetobacter baumannii,PDS000071629.17,PDT001283653.1,GCA_022940945.1
Acinetobacter baumannii,PDS000006181.20,PDT000526475.1,GCA_006367745.1
Acinetobacter baumannii,PDS000121883.4,PDT001471018.1,GCA_025847295.1
Acinetobacter baumannii,PDS000148127.1,PDT001766030.1,GCA_030131105.1
Acinetobacter baumannii,PDS000126127.2,PDT001506395.1,GCA_026555175.1
Acinetobacter baumannii,PDS000092801.2,PDT000191293.1,GCA_002017555.1
Acinetobacter baumannii,PDS000163079.2,PDT002075034.1,GCA_036528415.1
Acinetobacter baumannii,PDS000175830.1,PDT002098515.1,GCA_037004545.1
Acinetobacter baumannii,PDS000015420.33,PDT001218622.1,GCA_021386425.1
Acinetobacter baumannii,PDS000155984.1,PDT001852463.1,GCA_030756115.1
Acinetobacter baumannii,PDS000171204.1,PDT002045040.1,GCA_035021985.1
Acinetobacter baumannii,PDS000096200.18,PDT001828558.1,GCA_030541385.1
Acinetobacter baumannii,PDS000136132.4,PDT002247464.1,GCA_040599395.1
Acinetobacter baumannii,PDS000188194.1,PDT002247623.1,GCA_040602575.1
Acinetobacter baumannii,PDS000178768.1,PDT002113414.1,GCA_037172185.1
Acinetobacter baumannii,PDS000181050.1,PDT002140772.1,
Acinetobacter baumannii,PDS000184271.1,PDT002189152.1,GCA_040067405.1
Acinetobacter baumannii,PDS000188378.1,PDT002250820.1,GCA_040698635.1
Acinetobacter baumannii,PDS000047414.8,PDT000173766.3,GCA_016514925.1
Acinetobacter baumannii,PDS000055412.2,PDT002126987.1,
Acinetobacter baumannii,PDS000179990.1,PDT002126637.1,
Acinetobacter baumannii,PDS000055420.2,PDT000662274.1,GCA_016498225.1
Acinetobacter baumannii,PDS000026073.1,PDT000354487.1,GCA_900496725.1
Acinetobacter baumannii,PDS000079856.1,PDT000943825.1,
Acinetobacter baumannii,PDS000133906.1,PDT001585374.1,GCA_028095725.1
Acinetobacter baumannii,PDS000133907.1,PDT001585397.1,GCA_028094885.1
Acinetobacter baumannii,PDS000133908.1,PDT001585393.1,GCA_028094975.1
Acinetobacter baumannii,PDS000133909.1,PDT001585463.1,GCA_028092455.1
Acinetobacter baumannii,PDS000135669.1,PDT001604481.1,
Acinetobacter baumannii,PDS000173765.1,PDT002059608.1,GCA_958317405.1
Acinetobacter baumannii,PDS000047404.23,PDT001231280.1,GCA_021570255.1
Acinetobacter baumannii,PDS000047332.1,PDT000046701.3,GCA_000809965.3
Acinetobacter baumannii,PDS000149825.9,PDT001616948.3,GCA_028660265.3
Acinetobacter baumannii,PDS000107408.41,PDT001575388.3,GCA_028012265.3
Acinetobacter baumannii,PDS000116420.23,PDT002130438.1,GCA_037958945.1
Acinetobacter baumannii,PDS000106375.27,PDT001292896.3,GCA_023093115.3
Acinetobacter baumannii,PDS000097584.23,PDT001471033.1,GCA_025854115.1
Acinetobacter baumannii,PDS000073823.13,PDT001106424.3,GCA_019507125.3
Acinetobacter baumannii,PDS000094971.5,PDT000767585.1,GCA_013346675.1
Acinetobacter baumannii,PDS000101622.27,PDT001456712.3,GCA_025776655.3
Acinetobacter baumannii,PDS000109741.28,PDT001326159.3,GCA_023827995.3
Acinetobacter baumannii,PDS000109574.13,PDT001264402.3,GCA_022591835.3
Acinetobacter baumannii,PDS000107407.15,PDT001229573.3,GCA_028061535.3
Acinetobacter baumannii,PDS000134357.10,PDT001893484.2,GCA_031880355.2
Acinetobacter baumannii,PDS000114880.9,PDT001280634.3,GCA_022881115.3
Acinetobacter baumannii,PDS000149326.6,PDT001611989.3,GCA_031138015.2
Acinetobacter baumannii,PDS000152248.5,PDT000898430.3,GCA_016472495.3
Acinetobacter baumannii,PDS000098647.5,PDT001173440.3,GCA_020838365.3
Acinetobacter baumannii,PDS000091359.5,PDT001001273.3,GCA_017836175.3
Acinetobacter baumannii,PDS000023316.18,PDT001254587.1,GCA_022397175.1
Acinetobacter baumannii,PDS000092893.1,PDT000114220.2,GCA_016700475.2
Acinetobacter baumannii,PDS000017921.2,PDT000274491.2,GCA_002837895.2
Acinetobacter baumannii,PDS000055426.38,PDT001505984.1,GCA_026563815.1
Acinetobacter baumannii,PDS000047354.5,PDT000046297.1,GCA_000804965.1
Acinetobacter baumannii,PDS000076244.3,PDT000892999.1,GCA_015537255.1
Acinetobacter baumannii,PDS000084718.2,PDT001006815.1,GCA_017951175.1
Acinetobacter baumannii,PDS000071628.2,PDT000837097.1,GCA_014531315.1
Acinetobacter baumannii,PDS000073542.2,PDT000863704.1,GCA_014882875.1
Acinetobacter baumannii,PDS000103486.1,PDT001231245.1,GCA_021569555.1
Acinetobacter baumannii,PDS000047383.11,PDT001383141.1,GCA_024617945.1
Acinetobacter baumannii,PDS000153805.5,PDT002257082.1,GCA_040703085.1
Acinetobacter baumannii,PDS000153811.1,PDT001825568.2,GCA_030516635.1
Acinetobacter baumannii,PDS000076294.21,PDT001231324.1,GCA_021571125.1
Acinetobacter baumannii,PDS000121881.3,PDT001512436.1,GCA_026622675.1
Acinetobacter baumannii,PDS000148129.1,PDT001766054.1,GCA_030131585.1
Acinetobacter baumannii,PDS000146492.1,PDT001283631.1,GCA_022939105.1
Acinetobacter baumannii,PDS000098631.32,PDT001860336.1,GCA_030851205.1
Acinetobacter baumannii,PDS000126151.1,PDT001505909.1,GCA_026565255.1
Acinetobacter baumannii,PDS000180941.2,PDT002139499.1,GCA_038302495.1
Acinetobacter baumannii,PDS000181684.2,PDT002152152.1,
Acinetobacter baumannii,PDS000187638.1,PDT002152108.1,
Acinetobacter baumannii,PDS000188193.1,PDT002247432.1,GCA_040598755.1
Acinetobacter baumannii,PDS000180263.1,PDT002129961.1,
Acinetobacter baumannii,PDS000180534.2,PDT002134230.1,
Acinetobacter baumannii,PDS000181048.1,PDT002140780.1,
Acinetobacter baumannii,PDS000181266.1,PDT002145399.1,GCA_038432165.1
Acinetobacter baumannii,PDS000195224.2,PDT001957367.1,GCA_033128985.1
Acinetobacter baumannii,PDS000183783.1,PDT002179737.1,
Acinetobacter baumannii,PDS000055369.2,PDT002230558.1,GCA_040328135.1
Acinetobacter baumannii,PDS000126131.18,PDT001164101.3,GCA_020677025.3
Acinetobacter baumannii,PDS000199200.1,PDT002387553.1,
Acinetobacter baumannii,PDS000199201.1,PDT002387616.1,
Acinetobacter baumannii,PDS000055390.32,PDT000510328.1,GCA_005671375.1
Acinetobacter baumannii,PDS000199355.1,PDT002392230.1,GCA_042140485.1
Acinetobacter baumannii,PDS000054541.4,PDT000647884.1,GCA_009759915.1
Acinetobacter baumannii,PDS000092806.6,PDT000173855.2,GCA_016516535.2
Acinetobacter baumannii,PDS000136522.21,PDT001582883.3,GCA_028072715.3
Acinetobacter baumannii,PDS000131688.25,PDT000850567.3,GCA_016480225.3
Acinetobacter baumannii,PDS000113802.4,PDT001505873.1,GCA_026565975.1
Acinetobacter baumannii,PDS000036961.4,PDT000383123.1,GCA_003584515.1
Acinetobacter baumannii,PDS000055429.1,PDT000660333.1,GCA_016498685.1
Acinetobacter baumannii,PDS000179979.1,PDT002126882.1,
Acinetobacter baumannii,PDS000015203.13,PDT002126651.1,
Acinetobacter baumannii,PDS000150695.1,PDT001791479.1,GCA_030345675.1
Acinetobacter baumannii,PDS000053895.3,PDT000662276.1,GCA_016498145.1
Acinetobacter baumannii,PDS000122295.2,PDT001191460.1,
Acinetobacter baumannii,PDS000060294.9,PDT001200414.1,
Acinetobacter baumannii,PDS000124783.1,PDT001491740.1,
Acinetobacter baumannii,PDS000157708.1,PDT001873306.1,GCA_031182485.1
Acinetobacter baumannii,PDS000157707.1,PDT001873270.1,GCA_031183675.1
Acinetobacter baumannii,PDS000159909.2,PDT001898884.1,GCA_031876085.1
Acinetobacter baumannii,PDS000159903.1,PDT001898711.1,GCA_031877965.1
Acinetobacter baumannii,PDS000116555.4,PDT001400560.1,GCA_024749785.1
Acinetobacter baumannii,PDS000195685.1,PDT002263544.1,GCA_040829275.1
Acinetobacter baumannii,PDS000152254.3,PDT000725244.3,GCA_016490865.3
Acinetobacter baumannii,PDS000062509.52,PDT001019384.3,GCA_018286595.3
Acinetobacter baumannii,PDS000126120.22,PDT001967174.2,GCA_033349315.2
Acinetobacter baumannii,PDS000152247.3,PDT000868666.3,GCA_016475265.3
Acinetobacter baumannii,PDS000047338.2,PDT000107062.2,GCA_016536645.2
Acinetobacter baumannii,PDS000005672.32,PDT000107134.2,GCA_016535685.2
Acinetobacter baumannii,PDS000005886.24,PDT000148411.1,GCA_001721375.1
Acinetobacter baumannii,PDS000063569.2,PDT000230495.1,GCA_002237955.1
Acinetobacter baumannii,PDS000005690.6,PDT000209516.1,GCA_002143715.1
Acinetobacter baumannii,PDS000163078.2,PDT002075032.1,GCA_036528375.1
Acinetobacter baumannii,PDS000004998.9,PDT000418817.1,GCA_003949405.1
Acinetobacter baumannii,PDS000066101.1,PDT000797566.1,GCA_013618855.1
Acinetobacter baumannii,PDS000055719.4,PDT002145415.1,GCA_038433725.1
Acinetobacter baumannii,PDS000055387.6,PDT000893001.1,GCA_015537275.1
Acinetobacter baumannii,PDS000084725.1,PDT001006713.1,GCA_017949095.1
Acinetobacter baumannii,PDS000073540.2,PDT001506449.1,GCA_026554375.1
Acinetobacter baumannii,PDS000103484.1,PDT001231365.1,GCA_021571955.1
Acinetobacter baumannii,PDS000135590.1,PDT001603028.1,GCA_028440615.1
Acinetobacter baumannii,PDS000097043.1,PDT001147060.1,GCA_020254705.1
Acinetobacter baumannii,PDS000165195.7,PDT001971175.1,GCA_033342455.1
Acinetobacter baumannii,PDS000054242.5,PDT001235942.1,GCA_021764725.1
Acinetobacter baumannii,PDS000133750.9,PDT002098005.1,GCA_037008885.1
Acinetobacter baumannii,PDS000126161.7,PDT000354304.1,GCA_900494515.1
Acinetobacter baumannii,PDS000153813.1,PDT001825577.2,GCA_030516795.1
Acinetobacter baumannii,PDS000135586.1,PDT001603118.1,GCA_028442455.1
Acinetobacter baumannii,PDS000175836.3,PDT002134247.1,
Acinetobacter baumannii,PDS000148120.1,PDT001766034.1,GCA_030131195.1
Acinetobacter baumannii,PDS000053134.5,PDT001505725.1,GCA_026568875.1
Acinetobacter baumannii,PDS000113858.2,PDT001505805.1,GCA_026567335.1
Acinetobacter baumannii,PDS000126149.1,PDT001505883.1,GCA_026565775.1
Acinetobacter baumannii,PDS000148128.3,PDT001766175.1,GCA_030140385.1
Acinetobacter baumannii,PDS000171206.1,PDT002045067.1,GCA_035022525.1
Acinetobacter baumannii,PDS000181714.2,PDT002239542.1,GCA_040445385.1
Acinetobacter baumannii,PDS000157710.1,PDT001874293.1,GCA_031158165.1
Acinetobacter baumannii,PDS000046188.2,PDT000503286.1,GCA_005298065.1
Acinetobacter baumannii,PDS000049559.14,PDT002072009.1,GCA_036347855.1
Acinetobacter baumannii,PDS000176368.1,PDT002099989.1,
Acinetobacter baumannii,PDS000009778.4,PDT000173829.2,GCA_016517165.2
Acinetobacter baumannii,PDS000051828.1,PDT000605874.1,GCA_008988805.1
Acinetobacter baumannii,PDS000055427.2,PDT000660350.1,GCA_016498405.1
Acinetobacter baumannii,PDS000048273.1,PDT000342121.2,GCA_900476955.2
Acinetobacter baumannii,PDS000055432.1,PDT000660215.1,
Acinetobacter baumannii,PDS000055371.1,PDT000659555.1,
Acinetobacter baumannii,PDS000053900.2,PDT000633985.1,
Acinetobacter baumannii,PDS000063240.1,PDT000747463.1,
Acinetobacter baumannii,PDS000075638.3,PDT001193937.1,
Acinetobacter baumannii,PDS000039209.22,PDT000884391.1,
Acinetobacter baumannii,PDS000126142.1,PDT001191108.1,
Acinetobacter baumannii,PDS000084876.1,PDT000751255.1,GCA_016487565.1
Acinetobacter baumannii,PDS000085002.2,PDT001010854.1,
Acinetobacter baumannii,PDS000173770.1,PDT002059812.1,GCA_958321285.1
Acinetobacter baumannii,PDS000175365.1,PDT001741860.1,GCA_029714125.1
Acinetobacter baumannii,PDS000098650.7,PDT001173427.3,GCA_020838525.3
Acinetobacter baumannii,PDS000094963.22,PDT002138330.1,GCA_038392115.1
Acinetobacter baumannii,PDS000197042.1,PDT002364868.1,GCA_041785795.1
Acinetobacter baumannii,PDS000179533.1,PDT001253192.4,
Acinetobacter baumannii,PDS000188940.1,PDT001689038.3,GCA_029731135.3
Acinetobacter baumannii,PDS000114713.34,PDT001374613.3,GCA_024573215.3
