scientific_name,erd_group,target_acc,asm_acc
Klebsiella pneumoniae,PDS000199425.1,PDT000674833.1,
Klebsiella pneumoniae,PDS000045135.24,PDT000663244.1,GCA_009856915.1
Klebsiella pneumoniae,PDS000104546.2,PDT002391492.1,
Klebsiella pneumoniae,PDS000098809.4,PDT001172748.1,GCA_021898295.1
Klebsiella pneumoniae,PDS000199419.1,PDT002391434.1,
Klebsiella pneumoniae,PDS000044310.6,PDT000589955.1,
Klebsiella pneumoniae,PDS000199458.1,PDT002392732.1,GCA_042219965.1
Klebsiella pneumoniae,PDS000066275.8,PDT002391713.1,
Klebsiella pneumoniae,PDS000009752.11,PDT000276540.2,GCA_022299195.1
Klebsiella pneumoniae,PDS000083373.13,PDT002049725.1,
Klebsiella pneumoniae,PDS000083377.5,PDT000986945.1,GCA_022005275.1
Klebsiella pneumoniae,PDS000015414.27,PDT001411245.1,GCA_025094715.1
Klebsiella pneumoniae,PDS000020087.6,PDT000318227.1,GCA_003116285.1
Klebsiella pneumoniae,PDS000040360.2,PDT000650092.1,GCA_022208405.1
Klebsiella pneumoniae,PDS000046916.2,PDT000609875.1,
Klebsiella pneumoniae,PDS000041757.1,PDT000441121.1,GCA_022245005.1
Klebsiella pneumoniae,PDS000008556.1,PDT000155078.1,GCA_900084365.1
Klebsiella pneumoniae,PDS000012756.5,PDT001198697.1,
Klebsiella pneumoniae,PDS000047812.1,PDT000537676.1,
Klebsiella pneumoniae,PDS000041720.2,PDT001005919.1,GCA_017922315.1
Klebsiella pneumoniae,PDS000041829.2,PDT000443803.1,GCA_022232905.1
Klebsiella pneumoniae,PDS000041920.2,PDT000442214.1,
Klebsiella pneumoniae,PDS000085059.1,PDT001010960.1,GCA_021980255.1
Klebsiella pneumoniae,PDS000092169.2,PDT001079379.1,GCA_019053035.1
Klebsiella pneumoniae,PDS000100595.2,PDT001197499.1,GCA_021877895.1
Klebsiella pneumoniae,PDS000045516.11,PDT001113902.1,GCA_019702965.1
Klebsiella pneumoniae,PDS000100782.1,PDT001198316.1,GCA_021873055.1
Klebsiella pneumoniae,PDS000122916.1,PDT001370201.1,GCA_024453065.1
Klebsiella pneumoniae,PDS000045338.29,PDT001265138.1,
Klebsiella pneumoniae,PDS000045377.17,PDT000369481.2,GCA_900512055.2
Klebsiella pneumoniae,PDS000036200.10,PDT000369848.1,GCA_900517245.1
Klebsiella pneumoniae,PDS000036176.1,PDT000370050.1,GCA_900502815.1
Klebsiella pneumoniae,PDS000036177.4,PDT001243279.1,GCA_022162705.1
Klebsiella pneumoniae,PDS000171574.8,PDT000428585.1,
Klebsiella pneumoniae,PDS000036319.42,PDT000369155.1,GCA_900510335.1
Klebsiella pneumoniae,PDS000188947.11,PDT000369336.1,GCA_900513165.1
Klebsiella pneumoniae,PDS000045263.4,PDT000370368.1,GCA_900506215.1
Klebsiella pneumoniae,PDS000041887.1,PDT000438050.1,
Klebsiella pneumoniae,PDS000041740.109,PDT001655840.1,GCA_029079015.1
Klebsiella pneumoniae,PDS000041722.7,PDT001250882.1,GCA_929617535.1
Klebsiella pneumoniae,PDS000036267.4,PDT000425290.1,
Klebsiella pneumoniae,PDS000039650.6,PDT000883639.1,
Klebsiella pneumoniae,PDS000039652.6,PDT000423793.1,GCA_022293315.1
Klebsiella pneumoniae,PDS000039651.1,PDT000423579.1,GCA_022296955.1
Klebsiella pneumoniae,PDS000039668.1,PDT000423514.1,GCA_022298195.1
Klebsiella pneumoniae,PDS000012129.2,PDT000198871.1,GCA_900173425.1
Klebsiella pneumoniae,PDS000041772.5,PDT001244068.1,GCA_022142145.1
Klebsiella pneumoniae,PDS000041842.2,PDT000442250.1,GCA_022236065.1
Klebsiella pneumoniae,PDS000100766.1,PDT000442278.1,GCA_022235605.1
Klebsiella pneumoniae,PDS000041921.9,PDT001586790.1,
Klebsiella pneumoniae,PDS000012130.1,PDT000198676.1,GCA_900172725.1
Klebsiella pneumoniae,PDS000189621.9,PDT002044242.1,GCA_034863585.1
Klebsiella pneumoniae,PDS000045378.2,PDT000441801.1,
Klebsiella pneumoniae,PDS000188905.5,PDT000536246.1,
Klebsiella pneumoniae,PDS000050230.1,PDT000577613.1,
Klebsiella pneumoniae,PDS000048082.1,PDT000543377.1,GCA_902161315.1
Klebsiella pneumoniae,PDS000047820.1,PDT000538357.1,GCA_022319945.1
Klebsiella pneumoniae,PDS000042792.1,PDT000438393.1,GCA_022255415.1
Klebsiella pneumoniae,PDS000042794.2,PDT000438449.1,GCA_022254375.1
Klebsiella pneumoniae,PDS000042800.1,PDT000438420.1,GCA_022254975.1
Klebsiella pneumoniae,PDS000042771.1,PDT000438467.1,GCA_022254075.1
Klebsiella pneumoniae,PDS000042783.1,PDT000438426.1,GCA_022254835.1
Klebsiella pneumoniae,PDS000045360.31,PDT001861740.1,GCA_956479325.1
Klebsiella pneumoniae,PDS000039710.2,PDT001092418.1,GCA_021916925.1
Klebsiella pneumoniae,PDS000195332.1,PDT001092160.1,GCA_021920745.1
Klebsiella pneumoniae,PDS000093246.2,PDT001091997.1,GCA_021923905.1
Klebsiella pneumoniae,PDS000052261.2,PDT000614455.1,
Klebsiella pneumoniae,PDS000052346.1,PDT000613989.1,
Klebsiella pneumoniae,PDS000052331.3,PDT000763355.1,
Klebsiella pneumoniae,PDS000052318.2,PDT000614036.1,
Klebsiella pneumoniae,PDS000052253.2,PDT000763265.1,
Klebsiella pneumoniae,PDS000052229.1,PDT000614898.1,
Klebsiella pneumoniae,PDS000056836.4,PDT000723938.1,GCA_022183265.1
Klebsiella pneumoniae,PDS000101905.1,PDT001204114.1,
Klebsiella pneumoniae,PDS000101813.1,PDT001206569.1,
Klebsiella pneumoniae,PDS000045308.4,PDT000991758.1,GCA_017584415.1
Klebsiella pneumoniae,PDS000063539.11,PDT001494313.1,GCA_026334675.1
Klebsiella pneumoniae,PDS000026507.1,PDT000361106.1,GCA_900498935.1
Klebsiella pneumoniae,PDS000012617.5,PDT000881915.1,
Klebsiella pneumoniae,PDS000054762.3,PDT000881989.1,
Klebsiella pneumoniae,PDS000054767.3,PDT000650230.1,
Klebsiella pneumoniae,PDS000012626.9,PDT000881895.1,
Klebsiella pneumoniae,PDS000012628.30,PDT001955694.1,GCA_033033435.1
Klebsiella pneumoniae,PDS000045683.4,PDT000881988.1,
Klebsiella pneumoniae,PDS000046910.82,PDT001243305.1,GCA_022162285.1
Klebsiella pneumoniae,PDS000053915.18,PDT001141130.1,GCA_021904735.1
Klebsiella pneumoniae,PDS000053780.7,PDT000633590.1,
Klebsiella pneumoniae,PDS000040352.16,PDT000633216.1,
Klebsiella pneumoniae,PDS000051212.2,PDT000595176.1,GCA_900559555.1
Klebsiella pneumoniae,PDS000053782.4,PDT000746753.1,
Klebsiella pneumoniae,PDS000074662.3,PDT000873107.1,
Klebsiella pneumoniae,PDS000074633.2,PDT000873246.1,
Klebsiella pneumoniae,PDS000074652.1,PDT000873034.1,
Klebsiella pneumoniae,PDS000075508.6,PDT001193668.1,
Klebsiella pneumoniae,PDS000039653.6,PDT001193807.1,
Klebsiella pneumoniae,PDS000045394.60,PDT001366501.1,GCA_024429835.1
Klebsiella pneumoniae,PDS000076052.1,PDT000889574.1,
Klebsiella pneumoniae,PDS000075526.1,PDT000884468.1,
Klebsiella pneumoniae,PDS000100105.1,PDT001192228.1,
Klebsiella pneumoniae,PDS000075478.1,PDT000884509.1,
Klebsiella pneumoniae,PDS000100417.1,PDT001194238.1,
Klebsiella pneumoniae,PDS000100093.86,PDT002346760.1,GCA_964235095.1
Klebsiella pneumoniae,PDS000106183.28,PDT001191483.1,
Klebsiella pneumoniae,PDS000006578.114,PDT000885789.1,
Klebsiella pneumoniae,PDS000122484.18,PDT000751230.1,GCA_022174265.1
Klebsiella pneumoniae,PDS000169474.14,PDT001558839.1,
Klebsiella pneumoniae,PDS000077878.8,PDT000892198.1,
Klebsiella pneumoniae,PDS000077959.1,PDT000922290.1,
Klebsiella pneumoniae,PDS000076193.10,PDT001020223.1,GCA_021957585.1
Klebsiella pneumoniae,PDS000076199.1,PDT000892238.1,
Klebsiella pneumoniae,PDS000046983.1,PDT000535713.1,GCA_022326185.1
Klebsiella pneumoniae,PDS000084730.1,PDT001007091.1,GCA_017975255.1
Klebsiella pneumoniae,PDS000106993.1,PDT001273720.1,
Klebsiella pneumoniae,PDS000089316.2,PDT001038308.1,
Klebsiella pneumoniae,PDS000045265.7,PDT000618693.1,
Klebsiella pneumoniae,PDS000045471.6,PDT000427138.1,GCA_022292175.1
Klebsiella pneumoniae,PDS000079872.1,PDT000944175.1,
Klebsiella pneumoniae,PDS000052939.1,PDT000620566.1,
Klebsiella pneumoniae,PDS000053954.1,PDT000636122.1,GCA_022209565.1
Klebsiella pneumoniae,PDS000053951.5,PDT000636083.1,GCA_022210325.1
Klebsiella pneumoniae,PDS000176523.1,PDT000662856.1,GCA_902507225.1
Klebsiella pneumoniae,PDS000056167.8,PDT000948680.1,GCA_022016835.1
Klebsiella pneumoniae,PDS000156641.10,PDT002373731.1,GCA_041862755.1
Klebsiella pneumoniae,PDS000060646.3,PDT000929577.1,GCA_022025795.1
Klebsiella pneumoniae,PDS000122020.2,PDT001504902.1,GCA_026529215.1
Klebsiella pneumoniae,PDS000102370.3,PDT001586381.1,
Klebsiella pneumoniae,PDS000041741.6,PDT002235073.1,GCA_040422915.1
Klebsiella pneumoniae,PDS000060581.59,PDT001087288.1,GCA_021934335.1
Klebsiella pneumoniae,PDS000060597.1,PDT000715792.1,GCA_022187425.1
Klebsiella pneumoniae,PDS000129984.2,PDT001586583.1,
Klebsiella pneumoniae,PDS000159920.1,PDT001828792.1,
Klebsiella pneumoniae,PDS000149700.1,PDT001777404.1,
Klebsiella pneumoniae,PDS000129974.3,PDT001586535.1,
Klebsiella pneumoniae,PDS000134122.2,PDT001548801.1,
Klebsiella pneumoniae,PDS000128668.3,PDT001586401.1,
Klebsiella pneumoniae,PDS000106994.5,PDT001826731.1,
Klebsiella pneumoniae,PDS000080306.9,PDT001587258.1,
Klebsiella pneumoniae,PDS000129986.2,PDT001586635.1,
Klebsiella pneumoniae,PDS000134114.2,PDT001586673.1,
Klebsiella pneumoniae,PDS000134152.1,PDT001587543.1,
Klebsiella pneumoniae,PDS000122231.1,PDT001475712.1,
Klebsiella pneumoniae,PDS000054607.22,PDT001475648.1,
Klebsiella pneumoniae,PDS000063452.2,PDT000749137.1,GCA_022175785.1
Klebsiella pneumoniae,PDS000093449.1,PDT001094924.1,GCA_021908115.1
Klebsiella pneumoniae,PDS000186585.1,PDT001217007.1,
Klebsiella pneumoniae,PDS000102360.2,PDT001217177.1,
Klebsiella pneumoniae,PDS000064190.2,PDT000761703.1,
Klebsiella pneumoniae,PDS000022393.7,PDT000437984.1,
Klebsiella pneumoniae,PDS000153598.4,PDT001265641.1,
Klebsiella pneumoniae,PDS000156652.12,PDT001268681.1,
Klebsiella pneumoniae,PDS000114725.1,PDT001373215.1,GCA_024493935.1
Klebsiella pneumoniae,PDS000045311.29,PDT002332104.1,
Klebsiella pneumoniae,PDS000080297.2,PDT000311284.1,GCA_003076555.1
Klebsiella pneumoniae,PDS000104490.5,PDT000715268.1,GCA_022192245.1
Klebsiella pneumoniae,PDS000114207.1,PDT001365927.1,
Klebsiella pneumoniae,PDS000009731.16,PDT000385004.1,GCA_003592035.1
Klebsiella pneumoniae,PDS000077822.1,PDT000919099.1,
Klebsiella pneumoniae,PDS000100133.1,PDT000425272.1,
Klebsiella pneumoniae,PDS000056122.9,PDT002335127.1,GCA_041423695.1
Klebsiella pneumoniae,PDS000198711.1,PDT002383252.1,GCA_041926555.1
Klebsiella pneumoniae,PDS000093390.2,PDT001094087.1,
Klebsiella pneumoniae,PDS000189628.1,PDT002270480.1,
Klebsiella pneumoniae,PDS000100976.1,PDT001199165.1,
Klebsiella pneumoniae,PDS000100975.1,PDT001199291.1,
Klebsiella pneumoniae,PDS000160807.8,PDT001905127.1,GCA_032067585.1
Klebsiella pneumoniae,PDS000198500.1,PDT002381594.1,GCA_041903075.1
Klebsiella pneumoniae,PDS000198525.1,PDT001902967.1,GCA_032138385.1
Klebsiella pneumoniae,PDS000100374.14,PDT002134147.1,
Klebsiella pneumoniae,PDS000101817.7,PDT001206436.1,
Klebsiella pneumoniae,PDS000101835.1,PDT001211086.1,GCA_922826305.1
Klebsiella pneumoniae,PDS000189622.2,PDT001206232.1,
Klebsiella pneumoniae,PDS000120793.1,PDT001451781.1,
Klebsiella pneumoniae,PDS000120177.1,PDT001442153.1,
Klebsiella pneumoniae,PDS000104553.5,PDT001468520.1,
Klebsiella pneumoniae,PDS000193010.2,PDT002332405.1,
Klebsiella pneumoniae,PDS000076085.13,PDT001216102.1,GCA_021920045.1
Klebsiella pneumoniae,PDS000112586.1,PDT001345488.1,GCA_023925765.1
Klebsiella pneumoniae,PDS000196790.1,PDT002356050.1,
Klebsiella pneumoniae,PDS000045421.50,PDT000797591.1,GCA_013603785.1
Klebsiella pneumoniae,PDS000194029.1,PDT002332948.1,
Klebsiella pneumoniae,PDS000129316.3,PDT001538636.1,GCA_027087905.1
Klebsiella pneumoniae,PDS000124953.1,PDT001493184.1,GCA_026355415.1
Klebsiella pneumoniae,PDS000124926.5,PDT001494781.1,GCA_026326535.1
Klebsiella pneumoniae,PDS000136257.1,PDT001610717.1,GCA_028560415.1
Klebsiella pneumoniae,PDS000129107.5,PDT001769537.1,GCA_947576175.1
Klebsiella pneumoniae,PDS000036336.53,PDT001861565.1,GCA_956479515.1
Klebsiella pneumoniae,PDS000166488.1,PDT001821937.1,
Klebsiella pneumoniae,PDS000129113.8,PDT002097544.1,
Klebsiella pneumoniae,PDS000188948.1,PDT001914816.1,
Klebsiella pneumoniae,PDS000153470.1,PDT001820161.1,GCA_956447215.1
Klebsiella pneumoniae,PDS000104479.21,PDT000411429.1,GCA_900608395.1
Klebsiella pneumoniae,PDS000045420.7,PDT000440601.1,GCA_022251555.1
Klebsiella pneumoniae,PDS000053739.16,PDT000632139.3,
Klebsiella pneumoniae,PDS000156925.5,PDT001864492.1,GCA_959611735.1
Klebsiella pneumoniae,PDS000156913.4,PDT001864227.1,GCA_959609195.1
Klebsiella pneumoniae,PDS000106638.2,PDT001265563.1,
Klebsiella pneumoniae,PDS000165188.3,PDT001972734.1,GCA_033432775.1
Klebsiella pneumoniae,PDS000188395.18,PDT001282945.1,GCA_022861625.1
Klebsiella pneumoniae,PDS000154385.5,PDT001834359.1,GCA_030552275.1
Klebsiella pneumoniae,PDS000190168.10,PDT002277764.1,
Klebsiella pneumoniae,PDS000190167.6,PDT002329480.1,
Klebsiella pneumoniae,PDS000129338.5,PDT002097491.1,
Klebsiella pneumoniae,PDS000193783.1,PDT002311014.1,
Klebsiella pneumoniae,PDS000005615.27,PDT002305259.1,
Klebsiella pneumoniae,PDS000105036.2,PDT002040277.1,GCA_034652115.1
Klebsiella pneumoniae,PDS000052355.56,PDT002306262.1,
Klebsiella pneumoniae,PDS000184434.1,PDT002191079.1,
Klebsiella pneumoniae,PDS000146639.3,PDT001744038.2,GCA_031046755.2
Klebsiella pneumoniae,PDS000170483.5,PDT002136298.1,GCA_038080535.1
Klebsiella pneumoniae,PDS000104567.24,PDT001795813.1,GCA_031017185.1
Klebsiella pneumoniae,PDS000176045.1,PDT002099251.1,GCA_037038945.1
Klebsiella pneumoniae,PDS000076562.67,PDT001257435.3,GCA_022446485.3
Klebsiella pneumoniae,PDS000108589.3,PDT001227238.2,GCA_021809065.2
Klebsiella pneumoniae,PDS000095937.66,PDT001876347.2,GCA_031206195.2
Klebsiella pneumoniae,PDS000172633.2,PDT002064827.1,GCA_036249065.1
Klebsiella pneumoniae,PDS000045383.27,PDT000381704.1,GCA_003574335.1
Klebsiella pneumoniae,PDS000148755.16,PDT001726323.3,GCA_031036355.2
Klebsiella pneumoniae,PDS000052089.151,PDT002038771.1,GCA_034560475.1
Klebsiella pneumoniae,PDS000126949.14,PDT001993294.1,GCA_033850975.1
Klebsiella pneumoniae,PDS000105925.6,PDT001257843.3,GCA_022473655.3
Klebsiella pneumoniae,PDS000173179.5,PDT002110934.1,GCA_037123985.1
Klebsiella pneumoniae,PDS000076316.5,PDT000893489.3,GCA_022040975.3
Klebsiella pneumoniae,PDS000140991.16,PDT002049290.1,GCA_035355215.1
Klebsiella pneumoniae,PDS000050949.5,PDT002245020.1,GCA_040563925.1
Klebsiella pneumoniae,PDS000101352.8,PDT001271235.3,GCA_022635935.3
Klebsiella pneumoniae,PDS000141862.3,PDT001677189.4,GCA_029722415.3
Klebsiella pneumoniae,PDS000188994.2,PDT001794893.2,GCA_031017425.2
Klebsiella pneumoniae,PDS000189123.2,PDT001828999.3,GCA_031014025.2
Klebsiella pneumoniae,PDS000095658.3,PDT000793103.2,GCA_022170865.2
Klebsiella pneumoniae,PDS000176508.1,PDT000725245.3,GCA_022182185.3
Klebsiella pneumoniae,PDS000060037.29,PDT000431353.1,GCA_022286675.1
Klebsiella pneumoniae,PDS000045449.18,PDT000445180.1,
Klebsiella pneumoniae,PDS000085584.23,PDT002305503.1,
Klebsiella pneumoniae,PDS000012112.148,PDT001268252.1,
Klebsiella pneumoniae,PDS000073390.30,PDT001435121.3,GCA_025443635.3
Klebsiella pneumoniae,PDS000149421.5,PDT001959139.1,GCA_033109665.1
Klebsiella pneumoniae,PDS000152291.3,PDT000799611.3,GCA_028067115.3
Klebsiella pneumoniae,PDS000154202.15,PDT002137579.1,GCA_038110425.1
Klebsiella pneumoniae,PDS000149367.3,PDT000143922.5,
Klebsiella pneumoniae,PDS000047002.43,PDT001955855.2,GCA_033186975.2
Klebsiella pneumoniae,PDS000005575.19,PDT000130460.2,GCA_022315695.1
Klebsiella pneumoniae,PDS000117844.2,PDT001416354.1,GCA_025183115.1
Klebsiella pneumoniae,PDS000093779.2,PDT001100907.1,GCA_021949415.1
Klebsiella pneumoniae,PDS000108585.1,PDT001291220.1,GCA_023070155.1
Klebsiella pneumoniae,PDS000105711.1,PDT001256173.1,GCA_022430205.1
Klebsiella pneumoniae,PDS000045459.9,PDT000151992.2,GCA_022309355.1
Klebsiella pneumoniae,PDS000045542.3,PDT000858036.1,GCA_022164005.1
Klebsiella pneumoniae,PDS000012527.10,PDT000217725.2,GCA_002184985.2
Klebsiella pneumoniae,PDS000045272.34,PDT001019841.1,GCA_021965175.1
Klebsiella pneumoniae,PDS000085573.16,PDT000217718.2,GCA_002184835.2
Klebsiella pneumoniae,PDS000105033.2,PDT001377138.1,GCA_024500115.1
Klebsiella pneumoniae,PDS000075320.3,PDT000881545.1,GCA_022049285.1
Klebsiella pneumoniae,PDS000045680.1,PDT000432613.1,
Klebsiella pneumoniae,PDS000045327.40,PDT000237142.1,GCA_002269815.1
Klebsiella pneumoniae,PDS000074794.3,PDT000875583.1,GCA_022072945.1
Klebsiella pneumoniae,PDS000074945.1,PDT000874655.1,GCA_022089025.1
Klebsiella pneumoniae,PDS000074844.2,PDT000431422.1,GCA_022285225.1
Klebsiella pneumoniae,PDS000074840.2,PDT000876185.1,GCA_022061585.1
Klebsiella pneumoniae,PDS000085658.19,PDT000875824.1,GCA_022067685.1
Klebsiella pneumoniae,PDS000074762.3,PDT000875618.1,GCA_022071705.1
Klebsiella pneumoniae,PDS000074831.2,PDT000875578.1,GCA_022073025.1
Klebsiella pneumoniae,PDS000074906.6,PDT000876096.1,GCA_022063215.1
Klebsiella pneumoniae,PDS000074749.3,PDT001128423.2,GCA_019927925.1
Klebsiella pneumoniae,PDS000074895.7,PDT000875215.1,GCA_022079955.1
Klebsiella pneumoniae,PDS000012476.29,PDT000711813.1,GCA_011601045.1
Klebsiella pneumoniae,PDS000055610.58,PDT001336690.1,GCA_023756985.1
Klebsiella pneumoniae,PDS000080186.1,PDT000948147.1,GCA_016798065.1
Klebsiella pneumoniae,PDS000052961.17,PDT001792579.1,GCA_030360235.1
Klebsiella pneumoniae,PDS000134612.3,PDT001141210.1,GCA_916160825.1
Klebsiella pneumoniae,PDS000040356.5,PDT000459603.1,GCA_022329805.1
Klebsiella pneumoniae,PDS000052367.1,PDT000615408.1,
Klebsiella pneumoniae,PDS000199424.1,PDT001594175.1,GCA_947660135.1
Klebsiella pneumoniae,PDS000019837.1,PDT000309533.1,GCA_003062815.1
Klebsiella pneumoniae,PDS000169096.1,PDT002016735.1,GCA_034146925.1
Klebsiella pneumoniae,PDS000169087.2,PDT002016293.1,GCA_034164245.1
Klebsiella pneumoniae,PDS000143200.4,PDT000667786.2,GCA_009901985.1
Klebsiella pneumoniae,PDS000172461.2,PDT000369558.1,GCA_900513855.1
Klebsiella pneumoniae,PDS000051203.21,PDT000656647.1,GCA_022205755.1
Klebsiella pneumoniae,PDS000114106.1,PDT001366462.1,GCA_024377915.1
Klebsiella pneumoniae,PDS000045260.34,PDT000716563.1,
Klebsiella pneumoniae,PDS000180178.17,PDT000801568.1,GCA_014041275.1
Klebsiella pneumoniae,PDS000169969.14,PDT000941835.1,GCA_016754305.1
Klebsiella pneumoniae,PDS000079477.4,PDT000941548.1,GCA_016748115.1
Klebsiella pneumoniae,PDS000039514.37,PDT001820130.1,GCA_030463765.1
Klebsiella pneumoniae,PDS000065989.3,PDT000795594.1,GCA_013450355.1
Klebsiella pneumoniae,PDS000050877.2,PDT000589870.1,
Klebsiella pneumoniae,PDS000092777.2,PDT001087401.1,GCA_021932175.1
Klebsiella pneumoniae,PDS000040364.11,PDT000747500.1,
Klebsiella pneumoniae,PDS000045365.7,PDT000674901.1,
Klebsiella pneumoniae,PDS000046911.3,PDT000609841.1,
Klebsiella pneumoniae,PDS000169475.8,PDT001227535.1,GCA_021795165.1
Klebsiella pneumoniae,PDS000052093.1,PDT000609934.1,
Klebsiella pneumoniae,PDS000078838.1,PDT000932753.1,GCA_016613735.1
Klebsiella pneumoniae,PDS000050933.3,PDT000591397.1,
Klebsiella pneumoniae,PDS000188028.2,PDT000898512.3,GCA_022034995.3
Klebsiella pneumoniae,PDS000120296.3,PDT001442651.1,GCA_025592435.1
Klebsiella pneumoniae,PDS000102692.21,PDT001259902.1,GCA_022518185.1
Klebsiella pneumoniae,PDS000098769.3,PDT000714984.1,GCA_022197065.1
Klebsiella pneumoniae,PDS000098783.3,PDT000714946.1,GCA_022197785.1
Klebsiella pneumoniae,PDS000098805.4,PDT000715001.1,GCA_022196765.1
Klebsiella pneumoniae,PDS000036182.25,PDT001373245.1,GCA_024527215.1
Klebsiella pneumoniae,PDS000117546.1,PDT001411149.1,GCA_025113505.1
Klebsiella pneumoniae,PDS000179038.2,PDT001858211.1,GCA_030845695.1
Klebsiella pneumoniae,PDS000075301.2,PDT000880909.1,GCA_022054665.1
Klebsiella pneumoniae,PDS000055775.1,PDT000668970.1,GCA_009907705.1
Klebsiella pneumoniae,PDS000075062.1,PDT000877451.1,
Klebsiella pneumoniae,PDS000075041.9,PDT000877450.1,
Klebsiella pneumoniae,PDS000085116.1,PDT001012060.1,GCA_018137165.1
Klebsiella pneumoniae,PDS000149535.1,PDT001774760.1,GCA_030248785.1
Klebsiella pneumoniae,PDS000093784.2,PDT001151225.1,GCA_020477155.1
Klebsiella pneumoniae,PDS000097324.1,PDT001151353.1,GCA_020480965.1
Klebsiella pneumoniae,PDS000060416.6,PDT000714398.1,GCA_011742385.1
Klebsiella pneumoniae,PDS000075204.8,PDT001141206.1,GCA_916160615.1
Klebsiella pneumoniae,PDS000070346.1,PDT000822698.1,GCA_014287055.1
Klebsiella pneumoniae,PDS000175852.1,PDT002098685.1,GCA_036992905.1
Klebsiella pneumoniae,PDS000085653.1,PDT001019576.1,GCA_021970015.1
Klebsiella pneumoniae,PDS000009754.72,PDT001490795.1,GCA_026272075.1
Klebsiella pneumoniae,PDS000085654.1,PDT000674834.1,
Klebsiella pneumoniae,PDS000085574.3,PDT001020056.1,GCA_021961085.1
Klebsiella pneumoniae,PDS000076323.20,PDT002247785.1,GCA_040581175.1
Klebsiella pneumoniae,PDS000085577.8,PDT001020074.1,GCA_021960405.1
Klebsiella pneumoniae,PDS000060414.55,PDT002032742.1,
Klebsiella pneumoniae,PDS000080113.4,PDT001192501.1,
Klebsiella pneumoniae,PDS000075055.2,PDT000877830.1,
Klebsiella pneumoniae,PDS000075206.21,PDT001960985.1,GCA_033105685.1
Klebsiella pneumoniae,PDS000036296.9,PDT001161724.1,GCA_020576535.1
Klebsiella pneumoniae,PDS000186876.1,PDT002230684.1,GCA_040292245.1
Klebsiella pneumoniae,PDS000186583.2,PDT002227138.1,GCA_040269145.1
Klebsiella pneumoniae,PDS000186853.1,PDT002230738.1,GCA_040293325.1
Klebsiella pneumoniae,PDS000051731.7,PDT001865625.1,GCA_956482065.1
Klebsiella pneumoniae,PDS000170200.1,PDT002032705.1,GCA_034433015.1
Klebsiella pneumoniae,PDS000149532.1,PDT001774763.1,GCA_030250385.1
