scientific_name,erd_group,target_acc
Acinetobacter baumannii,PDS000055367.21,PDT001174155.3
Acinetobacter baumannii,PDS000152625.11,PDT001810490.2
Acinetobacter baumannii,PDS000173579.1,PDT002074531.1
Acinetobacter baumannii,PDS000047364.2,PDT000092649.1
Acinetobacter baumannii,PDS000012942.3,PDT000115296.2
Acinetobacter baumannii,PDS000005033.16,PDT000106941.2
Acinetobacter baumannii,PDS000047375.29,PDT000107111.2
Acinetobacter baumannii,PDS000005666.16,PDT000113227.2
Acinetobacter baumannii,PDS000004987.8,PDT000534386.1
Acinetobacter baumannii,PDS000092889.1,PDT000111421.2
Acinetobacter baumannii,PDS000006181.20,PDT000647880.1
Acinetobacter baumannii,PDS000047417.20,PDT001135595.1
Acinetobacter baumannii,PDS000047336.1,PDT000141118.1
Acinetobacter baumannii,PDS000005659.25,PDT000046707.3
Acinetobacter baumannii,PDS000047431.1,PDT000191294.1
Acinetobacter baumannii,PDS000012813.1,PDT000209085.1
Acinetobacter baumannii,PDS000015203.13,PDT000632793.1
Acinetobacter baumannii,PDS000126161.7,PDT000354377.1
Acinetobacter baumannii,PDS000165660.2,PDT000751294.1
Acinetobacter baumannii,PDS000063575.20,PDT002261643.1
Acinetobacter baumannii,PDS000047440.1,PDT000387378.1
Acinetobacter baumannii,PDS000186344.2,PDT002244841.1
Acinetobacter baumannii,PDS000037587.7,PDT000729675.1
Acinetobacter baumannii,PDS000062329.2,PDT001200296.1
Acinetobacter baumannii,PDS000113437.1,PDT001355209.1
Acinetobacter baumannii,PDS000076292.64,PDT001927297.1
Acinetobacter baumannii,PDS000084719.16,PDT001016875.1
Acinetobacter baumannii,PDS000084721.12,PDT001191578.2
Acinetobacter baumannii,PDS000153173.5,PDT001816264.1
Acinetobacter baumannii,PDS000164548.1,PDT001961310.1
Acinetobacter baumannii,PDS000078255.14,PDT001231277.1
Acinetobacter baumannii,PDS000105890.1,PDT001258881.1
Acinetobacter baumannii,PDS000096196.7,PDT001135478.1
Acinetobacter baumannii,PDS000096200.18,PDT002230510.1
Acinetobacter baumannii,PDS000188196.1,PDT002230516.1
Acinetobacter baumannii,PDS000199038.1,PDT002316172.1
Acinetobacter baumannii,PDS000195225.1,PDT002345858.1
Acinetobacter baumannii,PDS000026064.27,PDT001292476.1
Acinetobacter baumannii,PDS000116555.4,PDT001400556.1
Acinetobacter baumannii,PDS000005864.10,PDT000176198.2
Acinetobacter baumannii,PDS000097584.23,PDT001462019.1
Acinetobacter baumannii,PDS000107750.4,PDT001283680.1
Acinetobacter baumannii,PDS000114534.3,PDT001795764.1
Acinetobacter baumannii,PDS000135591.1,PDT001603345.1
Acinetobacter baumannii,PDS000135585.1,PDT001603069.1
Acinetobacter baumannii,PDS000137357.1,PDT001639825.1
Acinetobacter baumannii,PDS000121883.4,PDT001473324.1
Acinetobacter baumannii,PDS000124992.2,PDT001495984.1
Acinetobacter baumannii,PDS000098631.32,PDT001505928.1
Acinetobacter baumannii,PDS000122285.4,PDT001940605.1
Acinetobacter baumannii,PDS000101624.93,PDT001860332.1
Acinetobacter baumannii,PDS000097582.27,PDT001456719.3
Acinetobacter baumannii,PDS000187642.1,PDT002152145.1
Acinetobacter baumannii,PDS000157711.1,PDT001874288.1
Acinetobacter baumannii,PDS000164431.2,PDT002113409.1
Acinetobacter baumannii,PDS000136132.4,PDT002247466.1
Acinetobacter baumannii,PDS000157915.6,PDT002247658.1
Acinetobacter baumannii,PDS000063570.3,PDT000751269.1
Acinetobacter baumannii,PDS000180264.1,PDT002036509.1
Acinetobacter baumannii,PDS000005671.92,PDT000884401.1
Acinetobacter baumannii,PDS000005007.12,PDT002145419.1
Acinetobacter baumannii,PDS000157911.4,PDT001278523.1
Acinetobacter baumannii,PDS000192598.1,PDT002316177.1
Acinetobacter baumannii,PDS000092804.1,PDT000173839.2
Acinetobacter baumannii,PDS000051820.1,PDT000605813.1
Acinetobacter baumannii,PDS000005000.29,PDT000510368.1
Acinetobacter baumannii,PDS000055412.2,PDT002126916.1
Acinetobacter baumannii,PDS000060521.4,PDT001602903.1
Acinetobacter baumannii,PDS000055407.1,PDT000659946.1
Acinetobacter baumannii,PDS000047422.16,PDT000659864.1
Acinetobacter baumannii,PDS000055368.2,PDT000659591.1
Acinetobacter baumannii,PDS000053886.1,PDT000634026.1
Acinetobacter baumannii,PDS000053889.3,PDT000633702.1
Acinetobacter baumannii,PDS000060294.9,PDT001491366.1
Acinetobacter baumannii,PDS000122296.1,PDT000888573.1
Acinetobacter baumannii,PDS000101051.9,PDT001200600.1
Acinetobacter baumannii,PDS000132235.34,PDT001253229.4
Acinetobacter baumannii,PDS000009784.15,PDT001200314.1
Acinetobacter baumannii,PDS000115593.5,PDT001852477.1
Acinetobacter baumannii,PDS000153803.3,PDT001665449.1
Acinetobacter baumannii,PDS000121878.18,PDT001231426.1
Acinetobacter baumannii,PDS000119668.4,PDT002059795.1
Acinetobacter baumannii,PDS000054241.24,PDT002068627.1
Acinetobacter baumannii,PDS000005684.39,PDT000046772.3
Acinetobacter baumannii,PDS000055442.3,PDT002044229.1
Acinetobacter baumannii,PDS000062509.52,PDT001019392.3
Acinetobacter baumannii,PDS000108731.77,PDT002078402.1
Acinetobacter baumannii,PDS000150588.5,PDT001835430.2
Acinetobacter baumannii,PDS000097999.88,PDT001413710.3
Acinetobacter baumannii,PDS000152626.12,PDT002381721.1
Acinetobacter baumannii,PDS000104873.6,PDT001249338.3
Acinetobacter baumannii,PDS000118353.20,PDT001561904.3
Acinetobacter baumannii,PDS000164637.4,PDT002231922.1
Acinetobacter baumannii,PDS000076715.13,PDT001419965.3
Acinetobacter baumannii,PDS000107230.43,PDT001618078.1
Acinetobacter baumannii,PDS000047378.39,PDT000510340.1
Acinetobacter baumannii,PDS000157284.7,PDT002230389.1
Acinetobacter baumannii,PDS000005651.72,PDT001352867.3
Acinetobacter baumannii,PDS000097994.5,PDT001163964.3
Acinetobacter baumannii,PDS000179356.1,PDT002119328.1
Acinetobacter baumannii,PDS000149336.16,PDT001947961.2
Acinetobacter baumannii,PDS000159185.4,PDT002066108.1
Acinetobacter baumannii,PDS000179531.1,PDT001253178.4
Acinetobacter baumannii,PDS000047420.9,PDT000093852.1
Acinetobacter baumannii,PDS000047359.4,PDT000093821.1
Acinetobacter baumannii,PDS000005657.4,PDT000092627.1
Acinetobacter baumannii,PDS000092892.1,PDT000111400.2
Acinetobacter baumannii,PDS000046877.1,PDT000287629.1
Acinetobacter baumannii,PDS000156548.1,PDT000144605.1
Acinetobacter baumannii,PDS000047367.1,PDT000217700.1
Acinetobacter baumannii,PDS000006829.24,PDT000863706.1
Acinetobacter baumannii,PDS000026430.5,PDT000359937.1
Acinetobacter baumannii,PDS000076239.2,PDT000714794.1
Acinetobacter baumannii,PDS000195226.2,PDT001465461.1
Acinetobacter baumannii,PDS000054244.1,PDT000642496.1
Acinetobacter baumannii,PDS000078644.1,PDT000929067.1
Acinetobacter baumannii,PDS000047441.1,PDT000387350.1
Acinetobacter baumannii,PDS000039211.1,PDT000417690.1
Acinetobacter baumannii,PDS000005683.4,PDT000418787.1
Acinetobacter baumannii,PDS000053328.3,PDT000626508.2
Acinetobacter baumannii,PDS000063052.3,PDT000744615.1
Acinetobacter baumannii,PDS000126142.1,PDT000173840.2
Acinetobacter baumannii,PDS000063567.8,PDT001006738.1
Acinetobacter baumannii,PDS000073534.8,PDT000863575.1
Acinetobacter baumannii,PDS000055389.27,PDT001436849.1
Acinetobacter baumannii,PDS000103486.1,PDT001231245.1
Acinetobacter baumannii,PDS000055392.6,PDT001506406.1
Acinetobacter baumannii,PDS000076303.4,PDT001292461.1
Acinetobacter baumannii,PDS000133049.1,PDT001577259.1
Acinetobacter baumannii,PDS000164437.1,PDT001957366.1
Acinetobacter baumannii,PDS000115299.1,PDT001383162.1
Acinetobacter baumannii,PDS000123561.2,PDT001488361.1
Acinetobacter baumannii,PDS000148127.1,PDT001765996.1
Acinetobacter baumannii,PDS000104951.4,PDT001093913.1
Acinetobacter baumannii,PDS000126128.2,PDT001506142.1
Acinetobacter baumannii,PDS000172829.1,PDT002069401.1
Acinetobacter baumannii,PDS000153377.1,PDT001820070.1
Acinetobacter baumannii,PDS000171204.1,PDT002045035.1
Acinetobacter baumannii,PDS000171205.1,PDT002045072.1
Acinetobacter baumannii,PDS000187630.1,PDT002239531.1
Acinetobacter baumannii,PDS000181715.2,PDT002239559.1
Acinetobacter baumannii,PDS000169735.1,PDT002026734.1
Acinetobacter baumannii,PDS000169733.1,PDT002026700.1
Acinetobacter baumannii,PDS000188189.1,PDT002247650.1
Acinetobacter baumannii,PDS000049559.14,PDT002072017.1
Acinetobacter baumannii,PDS000078259.11,PDT002100490.1
Acinetobacter baumannii,PDS000180533.2,PDT002134227.1
Acinetobacter baumannii,PDS000183783.1,PDT002179747.1
Acinetobacter baumannii,PDS000183778.2,PDT002380041.1
Acinetobacter baumannii,PDS000188191.1,PDT002230531.1
Acinetobacter baumannii,PDS000047414.8,PDT000173871.2
Acinetobacter baumannii,PDS000055427.2,PDT000660360.1
Acinetobacter baumannii,PDS000020211.8,PDT002175392.1
Acinetobacter baumannii,PDS000005679.4,PDT000342088.2
Acinetobacter baumannii,PDS000073952.11,PDT000865743.1
Acinetobacter baumannii,PDS000172257.1,PDT002056783.1
Acinetobacter baumannii,PDS000009521.3,PDT000348979.1
Acinetobacter baumannii,PDS000055409.5,PDT000866595.1
Acinetobacter baumannii,PDS000055387.6,PDT000659397.1
Acinetobacter baumannii,PDS000053776.5,PDT000633618.1
Acinetobacter baumannii,PDS000075188.1,PDT000880244.1
Acinetobacter baumannii,PDS000047355.8,PDT000173765.3
Acinetobacter baumannii,PDS000100008.2,PDT001192404.1
Acinetobacter baumannii,PDS000159904.1,PDT001898885.1
Acinetobacter baumannii,PDS000108575.4,PDT001292402.1
Acinetobacter baumannii,PDS000159912.1,PDT001469773.1
Acinetobacter baumannii,PDS000189908.1,PDT002277485.1
Acinetobacter baumannii,PDS000101314.13,PDT001356903.3
Acinetobacter baumannii,PDS000073962.33,PDT000866124.1
Acinetobacter baumannii,PDS000097170.61,PDT001456754.3
Acinetobacter baumannii,PDS000180303.2,PDT001419954.3
Acinetobacter baumannii,PDS000101622.27,PDT001456712.3
Acinetobacter baumannii,PDS000156187.4,PDT001854840.2
Acinetobacter baumannii,PDS000156506.4,PDT002164615.1
Acinetobacter baumannii,PDS000102107.9,PDT001318204.3
Acinetobacter baumannii,PDS000097136.53,PDT001151705.3
Acinetobacter baumannii,PDS000107407.15,PDT001275803.3
Acinetobacter baumannii,PDS000103017.8,PDT002319049.1
Acinetobacter baumannii,PDS000109393.21,PDT001306065.3
Acinetobacter baumannii,PDS000152258.6,PDT000897254.3
Acinetobacter baumannii,PDS000097998.3,PDT001114976.1
Acinetobacter baumannii,PDS000005672.32,PDT001336339.1
Acinetobacter baumannii,PDS000175365.1,PDT001741860.1
Acinetobacter baumannii,PDS000015420.33,PDT002241415.1
Acinetobacter baumannii,PDS000053044.4,PDT000623239.1
Acinetobacter baumannii,PDS000073957.2,PDT001506200.1
Acinetobacter baumannii,PDS000076244.3,PDT000893040.1
Acinetobacter baumannii,PDS000076247.1,PDT000893013.1
Acinetobacter baumannii,PDS000084724.1,PDT001006742.1
Acinetobacter baumannii,PDS000101316.1,PDT001205163.1
Acinetobacter baumannii,PDS000076295.1,PDT000893188.1
Acinetobacter baumannii,PDS000060293.9,PDT002191053.1
Acinetobacter baumannii,PDS000091265.4,PDT001065604.1
Acinetobacter baumannii,PDS000096199.1,PDT001135154.1
Acinetobacter baumannii,PDS000135570.1,PDT001603022.1
Acinetobacter baumannii,PDS000053773.5,PDT001292383.1
Acinetobacter baumannii,PDS000047404.23,PDT002380032.1
Acinetobacter baumannii,PDS000091264.2,PDT001065579.1
Acinetobacter baumannii,PDS000111518.1,PDT001336468.1
Acinetobacter baumannii,PDS000153805.5,PDT001825552.2
Acinetobacter baumannii,PDS000095935.9,PDT001677069.1
Acinetobacter baumannii,PDS000114538.2,PDT001502898.1
Acinetobacter baumannii,PDS000142336.1,PDT001695694.1
Acinetobacter baumannii,PDS000129096.1,PDT001538569.1
Acinetobacter baumannii,PDS000118351.1,PDT001426517.1
Acinetobacter baumannii,PDS000181482.1,PDT001792543.1
Acinetobacter baumannii,PDS000126111.6,PDT001505718.1
Acinetobacter baumannii,PDS000126139.1,PDT001505739.1
Acinetobacter baumannii,PDS000179760.2,PDT002123305.1
Acinetobacter baumannii,PDS000163080.2,PDT002075029.1
Acinetobacter baumannii,PDS000148128.3,PDT001766123.1
Acinetobacter baumannii,PDS000010269.36,PDT001531703.1
Acinetobacter baumannii,PDS000165195.7,PDT001971172.1
Acinetobacter baumannii,PDS000047351.27,PDT001192414.1
Acinetobacter baumannii,PDS000181685.3,PDT002152121.1
Acinetobacter baumannii,PDS000187624.1,PDT002239572.1
Acinetobacter baumannii,PDS000073956.22,PDT001889004.1
Acinetobacter baumannii,PDS000005680.2,PDT000102157.1
Acinetobacter baumannii,PDS000040927.2,PDT000441535.1
Acinetobacter baumannii,PDS000184448.1,PDT002191052.1
Acinetobacter baumannii,PDS000184449.2,PDT002313536.1
Acinetobacter baumannii,PDS000066896.1,PDT000659595.1
Acinetobacter baumannii,PDS000053898.1,PDT000632442.1
Acinetobacter baumannii,PDS000039601.2,PDT000891952.1
Acinetobacter baumannii,PDS000100011.8,PDT001491572.1
Acinetobacter baumannii,PDS000079855.2,PDT000943845.1
Acinetobacter baumannii,PDS000039209.22,PDT000510458.1
Acinetobacter baumannii,PDS000124907.3,PDT001493013.1
Acinetobacter baumannii,PDS000071629.17,PDT001585453.1
Acinetobacter baumannii,PDS000005673.5,PDT001898735.1
Acinetobacter baumannii,PDS000119670.5,PDT001436851.1
Acinetobacter baumannii,PDS000173768.1,PDT002059658.1
Acinetobacter baumannii,PDS000173761.1,PDT001898913.1
Acinetobacter baumannii,PDS000192481.4,PDT002314341.1
Acinetobacter baumannii,PDS000152256.4,PDT001012180.3
Acinetobacter baumannii,PDS000093355.18,PDT001953395.1
Acinetobacter baumannii,PDS000167003.3,PDT001993015.2
Acinetobacter baumannii,PDS000156460.8,PDT002117990.1
Acinetobacter baumannii,PDS000113302.10,PDT001419949.3
Acinetobacter baumannii,PDS000004998.9,PDT000418804.2
Acinetobacter baumannii,PDS000103688.8,PDT001226523.3
Acinetobacter baumannii,PDS000126120.22,PDT000733286.3
Acinetobacter baumannii,PDS000163224.10,PDT002275098.1
Acinetobacter baumannii,PDS000152247.3,PDT000868666.3
Acinetobacter baumannii,PDS000118097.5,PDT000901843.3
Acinetobacter baumannii,PDS000152627.4,PDT001860318.1
Acinetobacter baumannii,PDS000138331.6,PDT001676448.1
Acinetobacter baumannii,PDS000047389.5,PDT000685913.1
Acinetobacter baumannii,PDS000004993.1,PDT000093829.1
Acinetobacter baumannii,PDS000005654.32,PDT000534422.1
Acinetobacter baumannii,PDS000005675.20,PDT000534380.1
Acinetobacter baumannii,PDS000005649.7,PDT000114290.2
Acinetobacter baumannii,PDS000047387.5,PDT001336334.1
Acinetobacter baumannii,PDS000047379.7,PDT000359912.1
Acinetobacter baumannii,PDS000044234.1,PDT000482868.1
Acinetobacter baumannii,PDS000011507.4,PDT000191290.1
Acinetobacter baumannii,PDS000039133.2,PDT000866552.1
Acinetobacter baumannii,PDS000025707.12,PDT000659477.1
Acinetobacter baumannii,PDS000054247.1,PDT000642556.1
Acinetobacter baumannii,PDS000142339.1,PDT001695701.1
Acinetobacter baumannii,PDS000055410.5,PDT001006930.1
Acinetobacter baumannii,PDS000091320.1,PDT000342105.2
Acinetobacter baumannii,PDS000073953.4,PDT001505773.1
Acinetobacter baumannii,PDS000076246.1,PDT000892990.1
Acinetobacter baumannii,PDS000076249.2,PDT000893049.1
Acinetobacter baumannii,PDS000079298.1,PDT000937784.1
Acinetobacter baumannii,PDS000063579.1,PDT000751261.1
Acinetobacter baumannii,PDS000084725.1,PDT001006812.1
Acinetobacter baumannii,PDS000076302.4,PDT000893193.1
Acinetobacter baumannii,PDS000076297.2,PDT000893176.1
Acinetobacter baumannii,PDS000103483.1,PDT001231417.1
Acinetobacter baumannii,PDS000107229.2,PDT000714781.1
Acinetobacter baumannii,PDS000096201.9,PDT001135541.1
Acinetobacter baumannii,PDS000060519.2,PDT001603023.1
Acinetobacter baumannii,PDS000108569.1,PDT001292441.1
Acinetobacter baumannii,PDS000148119.1,PDT001766164.1
Acinetobacter baumannii,PDS000164022.1,PDT000480311.1
Acinetobacter baumannii,PDS000107752.3,PDT001283677.1
Acinetobacter baumannii,PDS000135592.1,PDT001602982.1
Acinetobacter baumannii,PDS000141814.4,PDT002059668.1
Acinetobacter baumannii,PDS000126133.1,PDT001506018.1
Acinetobacter baumannii,PDS000113432.2,PDT001355205.1
Acinetobacter baumannii,PDS000126116.1,PDT001506026.1
Acinetobacter baumannii,PDS000163081.2,PDT001940671.1
Acinetobacter baumannii,PDS000148400.1,PDT001771526.1
Acinetobacter baumannii,PDS000141602.1,PDT001686672.1
Acinetobacter baumannii,PDS000155979.1,PDT001852468.1
Acinetobacter baumannii,PDS000187653.1,PDT002152118.1
Acinetobacter baumannii,PDS000187638.1,PDT002239581.1
Acinetobacter baumannii,PDS000174680.3,PDT002094389.1
Acinetobacter baumannii,PDS000173096.1,PDT002072022.1
Acinetobacter baumannii,PDS000178768.1,PDT002113418.1
Acinetobacter baumannii,PDS000181266.1,PDT002145416.1
Acinetobacter baumannii,PDS000188377.1,PDT002250824.1
Acinetobacter baumannii,PDS000117843.1,PDT000431571.1
Acinetobacter baumannii,PDS000199355.1,PDT002392231.1
Acinetobacter baumannii,PDS000094963.22,PDT001770017.2
Acinetobacter baumannii,PDS000048273.1,PDT000342121.2
Acinetobacter baumannii,PDS000012075.2,PDT000441496.1
Acinetobacter baumannii,PDS000055440.2,PDT001008958.1
Acinetobacter baumannii,PDS000026062.1,PDT000354406.1
Acinetobacter baumannii,PDS000055545.2,PDT000662300.1
Acinetobacter baumannii,PDS000053900.2,PDT000633871.1
Acinetobacter baumannii,PDS000047400.6,PDT000880385.1
Acinetobacter baumannii,PDS000100314.1,PDT001193479.1
Acinetobacter baumannii,PDS000100009.4,PDT001192543.1
Acinetobacter baumannii,PDS000122287.1,PDT000887081.1
Acinetobacter baumannii,PDS000163079.2,PDT001940669.1
Acinetobacter baumannii,PDS000124780.1,PDT001491605.1
Acinetobacter baumannii,PDS000101053.1,PDT001201022.1
Acinetobacter baumannii,PDS000085004.3,PDT001873287.1
Acinetobacter baumannii,PDS000159908.1,PDT001898899.1
Acinetobacter baumannii,PDS000005668.11,PDT000114742.2
Acinetobacter baumannii,PDS000047423.40,PDT000898321.3
Acinetobacter baumannii,PDS000111231.6,PDT001115061.1
Acinetobacter baumannii,PDS000085140.29,PDT001012235.3
Acinetobacter baumannii,PDS000085572.8,PDT000985297.3
Acinetobacter baumannii,PDS000167002.8,PDT001993115.2
Acinetobacter baumannii,PDS000076709.8,PDT000899125.3
Acinetobacter baumannii,PDS000075026.55,PDT001366680.3
Acinetobacter baumannii,PDS000171533.9,PDT002118575.1
Acinetobacter baumannii,PDS000109235.5,PDT001164340.4
Acinetobacter baumannii,PDS000085141.12,PDT001583658.3
Acinetobacter baumannii,PDS000152248.5,PDT001233315.3
Acinetobacter baumannii,PDS000055380.20,PDT001159215.3
Acinetobacter baumannii,PDS000005692.5,PDT000104537.1
Acinetobacter baumannii,PDS000005019.4,PDT000060584.1
Acinetobacter baumannii,PDS000092893.1,PDT000114266.2
Acinetobacter baumannii,PDS000092891.1,PDT000107120.2
Acinetobacter baumannii,PDS000055546.1,PDT000662372.1
Acinetobacter baumannii,PDS000054248.2,PDT001269940.1
Acinetobacter baumannii,PDS000053134.5,PDT000929040.1
Acinetobacter baumannii,PDS000040299.1,PDT000431514.1
Acinetobacter baumannii,PDS000039208.1,PDT000417673.1
Acinetobacter baumannii,PDS000113859.1,PDT000557540.1
Acinetobacter baumannii,PDS000183166.1,PDT002172108.1
Acinetobacter baumannii,PDS000073958.2,PDT000865902.1
Acinetobacter baumannii,PDS000055543.4,PDT000893021.1
Acinetobacter baumannii,PDS000095651.1,PDT001127684.1
Acinetobacter baumannii,PDS000082825.1,PDT000980429.1
Acinetobacter baumannii,PDS000084723.1,PDT001006781.1
Acinetobacter baumannii,PDS000073280.1,PDT000847978.2
Acinetobacter baumannii,PDS000047428.3,PDT000863609.1
Acinetobacter baumannii,PDS000103470.1,PDT001231276.1
Acinetobacter baumannii,PDS000073961.2,PDT000866568.1
Acinetobacter baumannii,PDS000122102.3,PDT002169715.1
Acinetobacter baumannii,PDS000102420.1,PDT001218650.1
Acinetobacter baumannii,PDS000026071.2,PDT001292480.1
Acinetobacter baumannii,PDS000169992.1,PDT002029810.1
Acinetobacter baumannii,PDS000054242.5,PDT001500735.1
Acinetobacter baumannii,PDS000061262.4,PDT001966694.1
Acinetobacter baumannii,PDS000148125.1,PDT001766053.1
Acinetobacter baumannii,PDS000148129.1,PDT001766001.1
Acinetobacter baumannii,PDS000127050.1,PDT000864945.1
Acinetobacter baumannii,PDS000175830.1,PDT002098516.1
Acinetobacter baumannii,PDS000009772.17,PDT000048924.1
Acinetobacter baumannii,PDS000187650.1,PDT002239535.1
Acinetobacter baumannii,PDS000187641.1,PDT002239576.1
Acinetobacter baumannii,PDS000150937.5,PDT002239537.1
Acinetobacter baumannii,PDS000199041.1,PDT002162018.1
Acinetobacter baumannii,PDS000157917.2,PDT001877144.1
Acinetobacter baumannii,PDS000164436.1,PDT001957325.1
Acinetobacter baumannii,PDS000188203.1,PDT002247308.1
Acinetobacter baumannii,PDS000188194.1,PDT002247442.1
Acinetobacter baumannii,PDS000199201.1,PDT002344717.1
Acinetobacter baumannii,PDS000055432.1,PDT000660217.1
Acinetobacter baumannii,PDS000060439.2,PDT001044091.1
Acinetobacter baumannii,PDS000063577.2,PDT000893027.1
Acinetobacter baumannii,PDS000124784.1,PDT001491410.1
Acinetobacter baumannii,PDS000122294.1,PDT001191782.2
Acinetobacter baumannii,PDS000078251.3,PDT000945232.2
Acinetobacter baumannii,PDS000124905.2,PDT001492998.1
Acinetobacter baumannii,PDS000159900.1,PDT001898722.1
