scientific_name,erd_group,target_acc
Klebsiella pneumoniae,PDS000123673.63,PDT002067480.1
Klebsiella pneumoniae,PDS000060649.2,PDT002391427.1
Klebsiella pneumoniae,PDS000104546.2,PDT002391492.1
Klebsiella pneumoniae,PDS000158161.2,PDT001878371.1
Klebsiella pneumoniae,PDS000072539.2,PDT000674859.1
Klebsiella pneumoniae,PDS000045384.31,PDT000619042.1
Klebsiella pneumoniae,PDS000114411.17,PDT001558781.1
Klebsiella pneumoniae,PDS000066275.8,PDT000766448.4
Klebsiella pneumoniae,PDS000063289.2,PDT000746492.1
Klebsiella pneumoniae,PDS000141297.15,PDT001823774.2
Klebsiella pneumoniae,PDS000199426.1,PDT002391482.1
Klebsiella pneumoniae,PDS000041735.6,PDT002391509.1
Klebsiella pneumoniae,PDS000056639.3,PDT000683330.1
Klebsiella pneumoniae,PDS000130842.1,PDT001356570.1
Klebsiella pneumoniae,PDS000158159.1,PDT001878339.1
Klebsiella pneumoniae,PDS000169475.8,PDT001244170.1
Klebsiella pneumoniae,PDS000036336.53,PDT000369994.1
Klebsiella pneumoniae,PDS000040355.44,PDT000746473.1
Klebsiella pneumoniae,PDS000157717.4,PDT002023766.1
Klebsiella pneumoniae,PDS000060404.1,PDT000714378.1
Klebsiella pneumoniae,PDS000114072.1,PDT001365583.1
Klebsiella pneumoniae,PDS000012112.148,PDT001151382.1
Klebsiella pneumoniae,PDS000053919.3,PDT000633009.1
Klebsiella pneumoniae,PDS000077811.10,PDT000701153.1
Klebsiella pneumoniae,PDS000189123.2,PDT002388113.1
Klebsiella pneumoniae,PDS000188994.2,PDT002263388.1
Klebsiella pneumoniae,PDS000098809.4,PDT001172748.1
Klebsiella pneumoniae,PDS000066126.3,PDT001081378.1
Klebsiella pneumoniae,PDS000045379.50,PDT000614804.1
Klebsiella pneumoniae,PDS000053905.14,PDT001586447.1
Klebsiella pneumoniae,PDS000199430.1,PDT002391463.1
Klebsiella pneumoniae,PDS000063564.1,PDT000750167.1
Klebsiella pneumoniae,PDS000096684.6,PDT001816690.1
Klebsiella pneumoniae,PDS000158164.1,PDT001878325.1
Klebsiella pneumoniae,PDS000199423.1,PDT002391472.1
Klebsiella pneumoniae,PDS000053780.7,PDT000746769.1
Klebsiella pneumoniae,PDS000173925.4,PDT002198835.1
Klebsiella pneumoniae,PDS000194754.3,PDT002323289.1
Klebsiella pneumoniae,PDS000113558.5,PDT001356580.1
Klebsiella pneumoniae,PDS000046574.53,PDT001768495.1
Klebsiella pneumoniae,PDS000199431.1,PDT002391385.1
Klebsiella pneumoniae,PDS000040314.3,PDT001128414.2
Klebsiella pneumoniae,PDS000071654.1,PDT000837987.1
Klebsiella pneumoniae,PDS000113315.2,PDT001362956.1
Klebsiella pneumoniae,PDS000113856.3,PDT001739632.2
Klebsiella pneumoniae,PDS000158160.1,PDT001878324.1
Klebsiella pneumoniae,PDS000182309.4,PDT002178411.1
Klebsiella pneumoniae,PDS000045352.45,PDT001873432.1
Klebsiella pneumoniae,PDS000149360.37,PDT002189032.1
Klebsiella pneumoniae,PDS000199418.1,PDT002260204.1
Klebsiella pneumoniae,PDS000199421.1,PDT002391475.1
Klebsiella pneumoniae,PDS000113453.2,PDT001355242.1
Klebsiella pneumoniae,PDS000158158.1,PDT001878355.1
Klebsiella pneumoniae,PDS000045360.31,PDT001201747.1
Klebsiella pneumoniae,PDS000055610.58,PDT002279732.1
Klebsiella pneumoniae,PDS000078629.22,PDT000954769.1
Klebsiella pneumoniae,PDS000053779.7,PDT000747220.1
Klebsiella pneumoniae,PDS000199427.1,PDT001769393.1
Klebsiella pneumoniae,PDS000040458.3,PDT000433168.1
Klebsiella pneumoniae,PDS000083373.13,PDT001003194.1
Klebsiella pneumoniae,PDS000045365.7,PDT000354574.1
Klebsiella pneumoniae,PDS000083372.7,PDT000986879.1
Klebsiella pneumoniae,PDS000084457.3,PDT001003043.1
Klebsiella pneumoniae,PDS000083377.5,PDT000987038.1
Klebsiella pneumoniae,PDS000015418.40,PDT000495979.1
Klebsiella pneumoniae,PDS000083379.4,PDT000737469.1
Klebsiella pneumoniae,PDS000040356.5,PDT000459585.1
Klebsiella pneumoniae,PDS000050841.8,PDT001214385.2
Klebsiella pneumoniae,PDS000045421.50,PDT000849098.1
Klebsiella pneumoniae,PDS000041925.3,PDT000440580.1
Klebsiella pneumoniae,PDS000012132.9,PDT000198860.1
Klebsiella pneumoniae,PDS000189621.9,PDT000614761.1
Klebsiella pneumoniae,PDS000106017.1,PDT000437078.1
Klebsiella pneumoniae,PDS000006638.10,PDT001205936.1
Klebsiella pneumoniae,PDS000006933.8,PDT000136758.2
Klebsiella pneumoniae,PDS000156652.12,PDT001268848.1
Klebsiella pneumoniae,PDS000148564.1,PDT000873989.1
Klebsiella pneumoniae,PDS000149858.1,PDT000874404.2
Klebsiella pneumoniae,PDS000148549.1,PDT000874083.1
Klebsiella pneumoniae,PDS000041847.2,PDT000443813.1
Klebsiella pneumoniae,PDS000041853.2,PDT000443904.1
Klebsiella pneumoniae,PDS000041863.2,PDT000446561.1
Klebsiella pneumoniae,PDS000122881.1,PDT001481595.1
Klebsiella pneumoniae,PDS000160845.1,PDT001905339.1
Klebsiella pneumoniae,PDS000171574.8,PDT000428630.1
Klebsiella pneumoniae,PDS000009731.16,PDT001267551.1
Klebsiella pneumoniae,PDS000039835.1,PDT000427005.1
Klebsiella pneumoniae,PDS000045594.1,PDT000370648.1
Klebsiella pneumoniae,PDS000045344.9,PDT001268613.1
Klebsiella pneumoniae,PDS000018683.9,PDT000427276.1
Klebsiella pneumoniae,PDS000036278.12,PDT000369694.1
Klebsiella pneumoniae,PDS000041880.1,PDT000441047.1
Klebsiella pneumoniae,PDS000041820.2,PDT000438058.1
Klebsiella pneumoniae,PDS000041714.3,PDT000438158.1
Klebsiella pneumoniae,PDS000041854.1,PDT000438224.1
Klebsiella pneumoniae,PDS000041901.1,PDT000438199.1
Klebsiella pneumoniae,PDS000015375.10,PDT000425298.1
Klebsiella pneumoniae,PDS000036943.5,PDT000425192.1
Klebsiella pneumoniae,PDS000036267.4,PDT001269078.1
Klebsiella pneumoniae,PDS000045338.29,PDT000193266.2
Klebsiella pneumoniae,PDS000012123.2,PDT000198805.1
Klebsiella pneumoniae,PDS000041722.7,PDT001250891.1
Klebsiella pneumoniae,PDS000188905.5,PDT000591598.1
Klebsiella pneumoniae,PDS000047004.2,PDT000536348.1
Klebsiella pneumoniae,PDS000050239.1,PDT000577650.1
Klebsiella pneumoniae,PDS000046941.1,PDT000536228.1
Klebsiella pneumoniae,PDS000050241.1,PDT000577677.1
Klebsiella pneumoniae,PDS000048373.1,PDT000547845.1
Klebsiella pneumoniae,PDS000100781.1,PDT001198550.1
Klebsiella pneumoniae,PDS000070252.7,PDT000609831.1
Klebsiella pneumoniae,PDS000048080.1,PDT000543412.1
Klebsiella pneumoniae,PDS000100758.1,PDT001198630.1
Klebsiella pneumoniae,PDS000042796.1,PDT000438542.1
Klebsiella pneumoniae,PDS000042800.1,PDT000438468.1
Klebsiella pneumoniae,PDS000042770.1,PDT000438505.1
Klebsiella pneumoniae,PDS000036240.10,PDT000614120.1
Klebsiella pneumoniae,PDS000093267.1,PDT001091891.1
Klebsiella pneumoniae,PDS000197447.1,PDT001092133.1
Klebsiella pneumoniae,PDS000197459.1,PDT001092295.1
Klebsiella pneumoniae,PDS000093209.4,PDT002373705.1
Klebsiella pneumoniae,PDS000197139.1,PDT001091650.1
Klebsiella pneumoniae,PDS000093243.2,PDT001092009.1
Klebsiella pneumoniae,PDS000059970.1,PDT000706842.1
Klebsiella pneumoniae,PDS000066194.1,PDT000708363.1
Klebsiella pneumoniae,PDS000106717.1,PDT000685554.1
Klebsiella pneumoniae,PDS000052253.2,PDT000613499.1
Klebsiella pneumoniae,PDS000124926.5,PDT001587331.1
Klebsiella pneumoniae,PDS000052277.1,PDT000615103.1
Klebsiella pneumoniae,PDS000056831.2,PDT000685407.1
Klebsiella pneumoniae,PDS000064259.1,PDT000614635.1
Klebsiella pneumoniae,PDS000052285.1,PDT000613570.1
Klebsiella pneumoniae,PDS000045483.11,PDT001023683.1
Klebsiella pneumoniae,PDS000052256.3,PDT000615100.1
Klebsiella pneumoniae,PDS000052184.2,PDT002335081.1
Klebsiella pneumoniae,PDS000052337.2,PDT000615001.1
Klebsiella pneumoniae,PDS000052270.3,PDT000614373.1
Klebsiella pneumoniae,PDS000052213.5,PDT000615095.1
Klebsiella pneumoniae,PDS000052243.2,PDT000706626.1
Klebsiella pneumoniae,PDS000052321.2,PDT000798733.1
Klebsiella pneumoniae,PDS000083565.1,PDT000919271.1
Klebsiella pneumoniae,PDS000054763.3,PDT000881974.1
Klebsiella pneumoniae,PDS000026087.5,PDT000749417.1
Klebsiella pneumoniae,PDS000040364.11,PDT000746084.1
Klebsiella pneumoniae,PDS000045274.48,PDT001314896.1
Klebsiella pneumoniae,PDS000053912.2,PDT000634115.1
Klebsiella pneumoniae,PDS000075220.3,PDT001137023.1
Klebsiella pneumoniae,PDS000063268.1,PDT000746592.1
Klebsiella pneumoniae,PDS000053782.4,PDT000632796.1
Klebsiella pneumoniae,PDS000074627.3,PDT000885074.1
Klebsiella pneumoniae,PDS000100125.6,PDT002208198.1
Klebsiella pneumoniae,PDS000039650.6,PDT000873038.1
Klebsiella pneumoniae,PDS000100391.2,PDT001411138.1
Klebsiella pneumoniae,PDS000074637.1,PDT000873126.1
Klebsiella pneumoniae,PDS000075500.5,PDT001193328.1
Klebsiella pneumoniae,PDS000100100.1,PDT001192352.1
Klebsiella pneumoniae,PDS000100434.1,PDT001194294.1
Klebsiella pneumoniae,PDS000100347.1,PDT001194234.1
Klebsiella pneumoniae,PDS000100342.1,PDT001194658.1
Klebsiella pneumoniae,PDS000124850.2,PDT001491696.1
Klebsiella pneumoniae,PDS000100093.86,PDT002343315.1
Klebsiella pneumoniae,PDS000060414.55,PDT001411229.1
Klebsiella pneumoniae,PDS000124833.2,PDT001558854.1
Klebsiella pneumoniae,PDS000169474.14,PDT000888936.1
Klebsiella pneumoniae,PDS000122484.18,PDT001191185.1
Klebsiella pneumoniae,PDS000077899.1,PDT000892240.1
Klebsiella pneumoniae,PDS000076198.11,PDT000920485.1
Klebsiella pneumoniae,PDS000077880.2,PDT000922333.1
Klebsiella pneumoniae,PDS000044861.4,PDT000857841.1
Klebsiella pneumoniae,PDS000089316.2,PDT001038326.1
Klebsiella pneumoniae,PDS000089321.3,PDT001273588.1
Klebsiella pneumoniae,PDS000045265.7,PDT000618692.1
Klebsiella pneumoniae,PDS000045367.2,PDT000370577.1
Klebsiella pneumoniae,PDS000012628.30,PDT000650220.1
Klebsiella pneumoniae,PDS000107171.1,PDT001274126.1
Klebsiella pneumoniae,PDS000121105.1,PDT000662963.1
Klebsiella pneumoniae,PDS000134612.3,PDT001097513.1
Klebsiella pneumoniae,PDS000060633.3,PDT000675500.1
Klebsiella pneumoniae,PDS000056139.13,PDT001289657.1
Klebsiella pneumoniae,PDS000089318.5,PDT001038486.1
Klebsiella pneumoniae,PDS000102327.3,PDT001216886.1
Klebsiella pneumoniae,PDS000102371.2,PDT001216798.1
Klebsiella pneumoniae,PDS000134151.1,PDT001548849.1
Klebsiella pneumoniae,PDS000102346.3,PDT001548707.1
Klebsiella pneumoniae,PDS000134143.1,PDT001548919.1
Klebsiella pneumoniae,PDS000075208.5,PDT001201693.1
Klebsiella pneumoniae,PDS000134161.1,PDT001586626.1
Klebsiella pneumoniae,PDS000129984.2,PDT001586572.1
Klebsiella pneumoniae,PDS000079874.2,PDT000944294.1
Klebsiella pneumoniae,PDS000022393.7,PDT000438269.1
Klebsiella pneumoniae,PDS000102586.1,PDT001220711.1
Klebsiella pneumoniae,PDS000153598.4,PDT001861523.1
Klebsiella pneumoniae,PDS000197117.1,PDT000744625.1
Klebsiella pneumoniae,PDS000106663.2,PDT001268840.1
Klebsiella pneumoniae,PDS000104479.21,PDT001262970.1
Klebsiella pneumoniae,PDS000106601.1,PDT001266932.1
Klebsiella pneumoniae,PDS000106773.1,PDT001209140.1
Klebsiella pneumoniae,PDS000106797.2,PDT001267025.1
Klebsiella pneumoniae,PDS000106598.2,PDT001927063.1
Klebsiella pneumoniae,PDS000106748.1,PDT001266006.1
Klebsiella pneumoniae,PDS000080715.4,PDT000954778.1
Klebsiella pneumoniae,PDS000167204.2,PDT001917406.2
Klebsiella pneumoniae,PDS000106705.1,PDT000947045.1
Klebsiella pneumoniae,PDS000085063.1,PDT001011228.1
Klebsiella pneumoniae,PDS000100086.1,PDT001188696.1
Klebsiella pneumoniae,PDS000015414.27,PDT000304317.1
Klebsiella pneumoniae,PDS000093358.4,PDT001094229.1
Klebsiella pneumoniae,PDS000160824.1,PDT001903454.1
Klebsiella pneumoniae,PDS000189623.1,PDT002270530.1
Klebsiella pneumoniae,PDS000090166.16,PDT001809945.1
Klebsiella pneumoniae,PDS000096700.8,PDT001141330.1
Klebsiella pneumoniae,PDS000039714.2,PDT001196965.1
Klebsiella pneumoniae,PDS000100975.1,PDT001199299.1
Klebsiella pneumoniae,PDS000100983.1,PDT001199256.1
Klebsiella pneumoniae,PDS000100976.1,PDT001199101.1
Klebsiella pneumoniae,PDS000079862.17,PDT001225206.1
Klebsiella pneumoniae,PDS000041740.109,PDT001744144.2
Klebsiella pneumoniae,PDS000198494.1,PDT001903066.1
Klebsiella pneumoniae,PDS000198526.1,PDT002381589.1
Klebsiella pneumoniae,PDS000197488.1,PDT001958254.1
Klebsiella pneumoniae,PDS000198532.1,PDT001905176.1
Klebsiella pneumoniae,PDS000101827.1,PDT001206159.1
Klebsiella pneumoniae,PDS000101817.7,PDT001283983.1
Klebsiella pneumoniae,PDS000101925.1,PDT001206131.1
Klebsiella pneumoniae,PDS000101839.1,PDT001206114.1
Klebsiella pneumoniae,PDS000101866.1,PDT001208205.1
Klebsiella pneumoniae,PDS000101858.1,PDT001208267.1
Klebsiella pneumoniae,PDS000189624.2,PDT002283686.1
Klebsiella pneumoniae,PDS000114337.8,PDT001558832.1
Klebsiella pneumoniae,PDS000130895.1,PDT001558837.1
Klebsiella pneumoniae,PDS000045409.8,PDT000535623.1
Klebsiella pneumoniae,PDS000076419.7,PDT000896247.1
Klebsiella pneumoniae,PDS000164464.3,PDT002356142.1
Klebsiella pneumoniae,PDS000164460.1,PDT001957661.1
Klebsiella pneumoniae,PDS000164473.2,PDT002355828.1
Klebsiella pneumoniae,PDS000116102.1,PDT001396437.1
Klebsiella pneumoniae,PDS000121637.2,PDT001468817.1
Klebsiella pneumoniae,PDS000124943.1,PDT001494083.1
Klebsiella pneumoniae,PDS000129328.16,PDT002302158.1
Klebsiella pneumoniae,PDS000148342.1,PDT001769522.1
Klebsiella pneumoniae,PDS000156641.10,PDT001744193.2
Klebsiella pneumoniae,PDS000157719.1,PDT001872765.1
Klebsiella pneumoniae,PDS000154357.1,PDT001832205.1
Klebsiella pneumoniae,PDS000053739.16,PDT001019909.1
Klebsiella pneumoniae,PDS000156979.3,PDT001265741.1
Klebsiella pneumoniae,PDS000056115.8,PDT001865532.1
Klebsiella pneumoniae,PDS000156925.5,PDT001865735.1
Klebsiella pneumoniae,PDS000156913.4,PDT001864438.1
Klebsiella pneumoniae,PDS000192484.5,PDT002314296.1
Klebsiella pneumoniae,PDS000106405.8,PDT001873440.1
Klebsiella pneumoniae,PDS000194413.5,PDT002343311.1
Klebsiella pneumoniae,PDS000154386.8,PDT001834353.1
Klebsiella pneumoniae,PDS000113930.13,PDT002343415.1
Klebsiella pneumoniae,PDS000085226.4,PDT001013262.1
Klebsiella pneumoniae,PDS000006902.6,PDT000136575.2
Klebsiella pneumoniae,PDS000005580.19,PDT000725239.3
Klebsiella pneumoniae,PDS000005584.4,PDT000425356.1
Klebsiella pneumoniae,PDS000005543.11,PDT000880966.1
Klebsiella pneumoniae,PDS000085584.23,PDT000615333.1
Klebsiella pneumoniae,PDS000169087.2,PDT002016293.1
Klebsiella pneumoniae,PDS000052355.56,PDT000615379.1
Klebsiella pneumoniae,PDS000067087.4,PDT000864996.1
Klebsiella pneumoniae,PDS000182785.2,PDT002079982.1
Klebsiella pneumoniae,PDS000179359.1,PDT000868280.4
Klebsiella pneumoniae,PDS000140251.7,PDT002188139.1
Klebsiella pneumoniae,PDS000185310.1,PDT001694124.3
Klebsiella pneumoniae,PDS000052089.151,PDT001600964.3
Klebsiella pneumoniae,PDS000047002.43,PDT000892145.1
Klebsiella pneumoniae,PDS000185089.5,PDT002255297.1
Klebsiella pneumoniae,PDS000149386.2,PDT000857850.1
Klebsiella pneumoniae,PDS000099870.11,PDT001187862.3
Klebsiella pneumoniae,PDS000148516.1,PDT001771590.1
Klebsiella pneumoniae,PDS000107675.10,PDT001306758.3
Klebsiella pneumoniae,PDS000085593.6,PDT001019306.3
Klebsiella pneumoniae,PDS000108394.9,PDT002097488.1
Klebsiella pneumoniae,PDS000076560.1,PDT000586868.1
Klebsiella pneumoniae,PDS000076562.67,PDT001664896.3
Klebsiella pneumoniae,PDS000060410.90,PDT001558194.1
Klebsiella pneumoniae,PDS000148755.16,PDT000217947.4
Klebsiella pneumoniae,PDS000161013.1,PDT001906944.1
Klebsiella pneumoniae,PDS000009754.72,PDT000858533.1
Klebsiella pneumoniae,PDS000076318.4,PDT000897953.3
Klebsiella pneumoniae,PDS000007428.37,PDT000151986.2
Klebsiella pneumoniae,PDS000140053.2,PDT001810378.1
Klebsiella pneumoniae,PDS000130824.28,PDT001681811.3
Klebsiella pneumoniae,PDS000184430.2,PDT002234486.1
Klebsiella pneumoniae,PDS000076321.14,PDT000893543.3
Klebsiella pneumoniae,PDS000006932.30,PDT000218048.4
Klebsiella pneumoniae,PDS000149414.4,PDT000218145.4
Klebsiella pneumoniae,PDS000118060.19,PDT001465725.3
Klebsiella pneumoniae,PDS000103414.24,PDT001664210.3
Klebsiella pneumoniae,PDS000136345.1,PDT001611513.1
Klebsiella pneumoniae,PDS000104567.24,PDT001795813.1
Klebsiella pneumoniae,PDS000138568.2,PDT002137380.1
Klebsiella pneumoniae,PDS000105711.1,PDT001256024.1
Klebsiella pneumoniae,PDS000040306.2,PDT000431785.1
Klebsiella pneumoniae,PDS000045488.3,PDT000155007.2
Klebsiella pneumoniae,PDS000071977.3,PDT001672888.1
Klebsiella pneumoniae,PDS000013928.2,PDT000217827.1
Klebsiella pneumoniae,PDS000075320.3,PDT000881545.1
Klebsiella pneumoniae,PDS000074709.10,PDT000881540.1
Klebsiella pneumoniae,PDS000015678.224,PDT000631093.1
Klebsiella pneumoniae,PDS000017092.1,PDT000240079.1
Klebsiella pneumoniae,PDS000074843.3,PDT000875764.1
Klebsiella pneumoniae,PDS000052961.17,PDT001012090.1
Klebsiella pneumoniae,PDS000052388.4,PDT000874729.1
Klebsiella pneumoniae,PDS000074851.8,PDT001020447.1
Klebsiella pneumoniae,PDS000074884.25,PDT000875264.1
Klebsiella pneumoniae,PDS000074958.1,PDT000875726.1
Klebsiella pneumoniae,PDS000074906.6,PDT000875580.1
Klebsiella pneumoniae,PDS000074895.7,PDT000875269.1
Klebsiella pneumoniae,PDS000074883.1,PDT000874692.1
Klebsiella pneumoniae,PDS000085658.19,PDT001257030.1
Klebsiella pneumoniae,PDS000074793.3,PDT000876288.1
Klebsiella pneumoniae,PDS000159143.1,PDT000875733.1
Klebsiella pneumoniae,PDS000074762.3,PDT000876293.1
Klebsiella pneumoniae,PDS000098784.1,PDT000538021.1
Klebsiella pneumoniae,PDS000075041.9,PDT000948070.1
Klebsiella pneumoniae,PDS000075043.4,PDT000948020.1
Klebsiella pneumoniae,PDS000040319.1,PDT000431374.1
Klebsiella pneumoniae,PDS000109683.26,PDT001288161.1
Klebsiella pneumoniae,PDS000012478.11,PDT000692427.1
Klebsiella pneumoniae,PDS000052378.6,PDT000615329.1
Klebsiella pneumoniae,PDS000052365.3,PDT000615536.1
Klebsiella pneumoniae,PDS000040666.1,PDT000434567.1
Klebsiella pneumoniae,PDS000049988.2,PDT000574955.1
Klebsiella pneumoniae,PDS000045262.1,PDT000414016.1
Klebsiella pneumoniae,PDS000169103.1,PDT002016886.1
Klebsiella pneumoniae,PDS000169096.1,PDT002017104.1
Klebsiella pneumoniae,PDS000169114.1,PDT002016294.1
Klebsiella pneumoniae,PDS000051203.21,PDT000656614.1
Klebsiella pneumoniae,PDS000079476.5,PDT000941753.1
Klebsiella pneumoniae,PDS000059165.3,PDT000692409.1
Klebsiella pneumoniae,PDS000102670.3,PDT002030037.1
Klebsiella pneumoniae,PDS000040274.3,PDT000555553.1
Klebsiella pneumoniae,PDS000046928.2,PDT000536711.1
Klebsiella pneumoniae,PDS000104529.2,PDT001244776.1
Klebsiella pneumoniae,PDS000047789.2,PDT000669650.1
Klebsiella pneumoniae,PDS000077818.1,PDT000920748.1
Klebsiella pneumoniae,PDS000040472.2,PDT000920651.1
Klebsiella pneumoniae,PDS000102692.21,PDT001259897.1
Klebsiella pneumoniae,PDS000050876.10,PDT001849268.1
Klebsiella pneumoniae,PDS000056415.2,PDT000679385.1
Klebsiella pneumoniae,PDS000084942.1,PDT001010133.1
Klebsiella pneumoniae,PDS000084943.1,PDT001010124.1
Klebsiella pneumoniae,PDS000052093.1,PDT000609934.1
Klebsiella pneumoniae,PDS000050967.28,PDT002341329.1
Klebsiella pneumoniae,PDS000050930.3,PDT000591561.1
Klebsiella pneumoniae,PDS000080109.2,PDT000992690.1
Klebsiella pneumoniae,PDS000180362.11,PDT002145584.1
Klebsiella pneumoniae,PDS000180361.3,PDT002145597.1
Klebsiella pneumoniae,PDS000050640.1,PDT000586421.1
Klebsiella pneumoniae,PDS000098775.1,PDT000715371.1
Klebsiella pneumoniae,PDS000098805.4,PDT001259845.1
Klebsiella pneumoniae,PDS000098743.1,PDT000715107.1
Klebsiella pneumoniae,PDS000006573.28,PDT000590087.1
Klebsiella pneumoniae,PDS000065416.7,PDT001672330.1
Klebsiella pneumoniae,PDS000052315.1,PDT000615302.1
Klebsiella pneumoniae,PDS000107411.1,PDT001278078.1
Klebsiella pneumoniae,PDS000169969.14,PDT002279720.1
Klebsiella pneumoniae,PDS000075311.1,PDT000880937.1
Klebsiella pneumoniae,PDS000105148.1,PDT001253418.1
Klebsiella pneumoniae,PDS000179058.6,PDT002037230.1
Klebsiella pneumoniae,PDS000060583.1,PDT000716117.1
Klebsiella pneumoniae,PDS000046996.7,PDT001282317.2
Klebsiella pneumoniae,PDS000075071.3,PDT002117215.1
Klebsiella pneumoniae,PDS000062386.1,PDT000730656.1
Klebsiella pneumoniae,PDS000062379.1,PDT000730639.1
Klebsiella pneumoniae,PDS000047678.9,PDT000537645.1
Klebsiella pneumoniae,PDS000045310.13,PDT001258942.1
Klebsiella pneumoniae,PDS000050970.15,PDT000899431.1
Klebsiella pneumoniae,PDS000179968.1,PDT002127237.1
Klebsiella pneumoniae,PDS000084609.1,PDT001005911.1
Klebsiella pneumoniae,PDS000091248.2,PDT001065619.1
Klebsiella pneumoniae,PDS000074456.2,PDT000871281.1
Klebsiella pneumoniae,PDS000075530.3,PDT001328773.1
Klebsiella pneumoniae,PDS000075527.3,PDT000883838.1
Klebsiella pneumoniae,PDS000074707.6,PDT000874395.1
Klebsiella pneumoniae,PDS000084360.1,PDT001002340.1
Klebsiella pneumoniae,PDS000100367.4,PDT001961009.1
Klebsiella pneumoniae,PDS000071538.1,PDT000835601.2
Klebsiella pneumoniae,PDS000144641.1,PDT001716612.1
Klebsiella pneumoniae,PDS000070250.1,PDT000820971.1
Klebsiella pneumoniae,PDS000073414.1,PDT000858636.1
Klebsiella pneumoniae,PDS000045272.34,PDT000217711.2
Klebsiella pneumoniae,PDS000045542.3,PDT001019559.1
Klebsiella pneumoniae,PDS000085573.16,PDT000217712.2
Klebsiella pneumoniae,PDS000090397.1,PDT001046585.1
Klebsiella pneumoniae,PDS000075528.2,PDT000883961.1
Klebsiella pneumoniae,PDS000133915.5,PDT001585466.1
Klebsiella pneumoniae,PDS000103689.1,PDT001025499.1
Klebsiella pneumoniae,PDS000088480.1,PDT001025182.1
Klebsiella pneumoniae,PDS000084730.1,PDT001007090.1
Klebsiella pneumoniae,PDS000090379.3,PDT001468532.1
Klebsiella pneumoniae,PDS000090395.4,PDT001268627.1
