scientific_name,erd_group,target_acc
Pseudomonas aeruginosa,PDS000169392.2,PDT002021448.1
Pseudomonas aeruginosa,PDS000169609.1,PDT002023526.1
Pseudomonas aeruginosa,PDS000169781.1,PDT002027375.1
Pseudomonas aeruginosa,PDS000169593.1,PDT002022483.1
Pseudomonas aeruginosa,PDS000169566.2,PDT002023267.1
Pseudomonas aeruginosa,PDS000169563.1,PDT002023509.1
Pseudomonas aeruginosa,PDS000169618.2,PDT002023040.1
Pseudomonas aeruginosa,PDS000169950.1,PDT002028873.1
Pseudomonas aeruginosa,PDS000169600.2,PDT002023259.1
Pseudomonas aeruginosa,PDS000169356.2,PDT002027647.1
Pseudomonas aeruginosa,PDS000169637.2,PDT002030071.1
Pseudomonas aeruginosa,PDS000169374.2,PDT002027551.1
Pseudomonas aeruginosa,PDS000169624.2,PDT002030329.1
Pseudomonas aeruginosa,PDS000169546.1,PDT002023619.1
Pseudomonas aeruginosa,PDS000169558.2,PDT002023292.1
Pseudomonas aeruginosa,PDS000169601.1,PDT002023610.1
Pseudomonas aeruginosa,PDS000182625.1,PDT002164098.1
Pseudomonas aeruginosa,PDS000182628.1,PDT000045384.1
Pseudomonas aeruginosa,PDS000182456.1,PDT002164185.1
Pseudomonas aeruginosa,PDS000171133.1,PDT002043254.1
Pseudomonas aeruginosa,PDS000178042.1,PDT002104482.1
Pseudomonas aeruginosa,PDS000145333.2,PDT002104483.1
Pseudomonas aeruginosa,PDS000149218.3,PDT000103124.2
Pseudomonas aeruginosa,PDS000149169.2,PDT001728096.3
Pseudomonas aeruginosa,PDS000063986.1,PDT000756201.1
Pseudomonas aeruginosa,PDS000053179.9,PDT000906867.1
Pseudomonas aeruginosa,PDS000158383.2,PDT001817634.1
Pseudomonas aeruginosa,PDS000149171.6,PDT001207657.4
Pseudomonas aeruginosa,PDS000148745.13,PDT001226351.4
Pseudomonas aeruginosa,PDS000150839.5,PDT001071576.3
Pseudomonas aeruginosa,PDS000076787.26,PDT001388316.1
Pseudomonas aeruginosa,PDS000064237.15,PDT001346085.1
Pseudomonas aeruginosa,PDS000097777.14,PDT001828979.3
Pseudomonas aeruginosa,PDS000152623.2,PDT001810363.1
Pseudomonas aeruginosa,PDS000014064.80,PDT002053423.1
Pseudomonas aeruginosa,PDS000179485.1,PDT001203062.4
Pseudomonas aeruginosa,PDS000121089.1,PDT001456782.1
Pseudomonas aeruginosa,PDS000025730.1,PDT000348214.1
Pseudomonas aeruginosa,PDS000040190.1,PDT000429961.1
Pseudomonas aeruginosa,PDS000010361.6,PDT000769180.1
Pseudomonas aeruginosa,PDS000167266.1,PDT001993948.1
Pseudomonas aeruginosa,PDS000167235.1,PDT001994212.1
Pseudomonas aeruginosa,PDS000171221.3,PDT002344738.1
Pseudomonas aeruginosa,PDS000167358.1,PDT001994180.1
Pseudomonas aeruginosa,PDS000167330.1,PDT001994143.1
